row_index,gene_id,gene_symbol,uniprot_accession,label,sequence_clean_length,n_windows,window_size,stride,representation
873,ENSG00000152217,SETBP1,Q9Y6X0,1,1596,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
874,ENSG00000126773,PCNX4,Q63HM2,0,1172,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
875,ENSG00000086102,NFX1,Q12986,0,1120,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
876,ENSG00000162676,GFI1,Q99684,1,422,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
877,ENSG00000189139,FSCB,Q5H9T9,0,825,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
878,ENSG00000135426,TESPA1,A2RU30,0,521,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
879,ENSG00000168769,TET2,Q6N021,1,2002,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
880,ENSG00000135454,B4GALNT1,Q00973,0,533,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
881,ENSG00000021300,PLEKHB1,Q9UF11,0,243,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
882,ENSG00000171791,BCL2,P10415,1,239,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
883,ENSG00000175445,LPL,P06858,1,475,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
884,ENSG00000154359,LONRF1,Q17RB8,1,773,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
885,ENSG00000100565,LRRC74A,Q0VAA2,1,488,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
886,ENSG00000244405,ETV5,P41161,1,510,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
887,ENSG00000128731,HERC2,O95714,0,4834,5,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
888,ENSG00000187017,ESPN,B1AK53,0,854,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
889,ENSG00000269713,NBPF9,P0DPF3,0,1111,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
890,ENSG00000157895,C12orf43,Q96C57,1,262,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
891,ENSG00000115970,THADA,Q6YHU6,1,1953,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
892,ENSG00000253250,C8orf88,P0DMB2,0,117,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
893,ENSG00000187626,ZKSCAN4,Q969J2,0,545,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
894,ENSG00000135114,OASL,Q15646,1,514,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
895,ENSG00000135333,EPHA7,Q15375,0,998,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
896,ENSG00000198056,PRIM1,P49642,1,420,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
897,ENSG00000144406,UNC80,Q8N2C7,0,3258,4,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
898,ENSG00000151726,ACSL1,P33121,1,698,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
899,ENSG00000189182,KRT77,Q7Z794,0,578,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
900,ENSG00000204086,RPA4,Q13156,0,261,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
901,ENSG00000189043,COXFA4,O00483,1,81,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
902,ENSG00000108557,RAI1,Q7Z5J4,1,1906,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
903,ENSG00000197943,PLCG2,P16885,1,1265,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
904,ENSG00000275410,HNF1B,P35680,1,557,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
905,ENSG00000129757,CDKN1C,P49918,1,316,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
906,ENSG00000158321,AUTS2,Q8WXX7,1,1259,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
907,ENSG00000188869,TMC3,Q7Z5M5,0,1100,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
908,ENSG00000180332,KCTD4,Q8WVF5,0,259,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
909,ENSG00000105397,TYK2,P29597,1,1187,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
910,ENSG00000091704,CPA1,P15085,1,419,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
911,ENSG00000165966,PDZRN4,Q6ZMN7,1,1036,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
912,ENSG00000075218,GTSE1,Q9NYZ3,0,739,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
913,ENSG00000111716,LDHB,P07195,1,334,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
914,ENSG00000153879,CEBPG,P53567,1,150,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
915,ENSG00000173253,DMRT2,Q9Y5R5,1,561,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
916,ENSG00000010818,HIVEP2,P31629,1,2446,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
917,ENSG00000047932,GOPC,Q9HD26,1,462,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
918,ENSG00000100347,SAMM50,Q9Y512,1,469,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
919,ENSG00000046774,MAGEC2,Q9UBF1,0,373,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
920,ENSG00000129244,ATP1B2,P14415,1,290,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
921,ENSG00000136111,TBC1D4,O60343,1,1298,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
922,ENSG00000168675,LDLRAD4,O15165,1,306,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
923,ENSG00000152409,JMY,Q8N9B5,1,988,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
924,ENSG00000181894,ZNF329,Q86UD4,0,541,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
925,ENSG00000122859,NEUROG3,Q9Y4Z2,1,214,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
926,ENSG00000214530,STARD10,Q9Y365,1,291,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
927,ENSG00000152954,NRSN1,Q8IZ57,0,195,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
928,ENSG00000185002,RFX6,Q8HWS3,1,928,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
929,ENSG00000104833,TUBB4A,P04350,0,444,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
930,ENSG00000123329,ARHGAP9,Q9BRR9,0,750,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
931,ENSG00000257017,HP,P00738,1,406,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
932,ENSG00000157933,SKI,P12755,1,728,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
933,ENSG00000095303,PTGS1,P23219,1,599,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
934,ENSG00000176658,MYO1D,O94832,0,1006,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
935,ENSG00000183269,OR52E8,Q6IFG1,0,313,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
936,ENSG00000144891,AGTR1,P30556,1,359,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
937,ENSG00000172164,SNTB1,Q13884,1,538,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
938,ENSG00000198791,CNOT7,Q9UIV1,0,285,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
939,ENSG00000162490,DRAXIN,Q8NBI3,0,349,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
940,ENSG00000053918,KCNQ1,P51787,1,676,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
941,ENSG00000089177,KIF16B,Q96L93,0,1317,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
942,ENSG00000183873,SCN5A,Q14524,1,2016,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
943,ENSG00000196498,NCOR2,Q9Y618,1,2514,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
944,ENSG00000144893,MED12L,Q86YW9,0,2145,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
945,ENSG00000096654,ZNF184,Q99676,0,751,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
946,ENSG00000215421,ZNF407,Q9C0G0,0,2248,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
947,ENSG00000120705,ETF1,P62495,0,437,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
948,ENSG00000166340,TPP1,O14773,0,563,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
949,ENSG00000174886,NDUFA11,Q86Y39,1,141,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
950,ENSG00000132938,MTUS2,Q5JR59,0,1369,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
951,ENSG00000164366,CCDC127,Q96BQ5,0,260,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
952,ENSG00000101076,HNF4A,P41235,1,474,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
953,ENSG00000074657,ZNF532,Q9HCE3,0,1301,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
954,ENSG00000178607,ERN1,O75460,1,977,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
955,ENSG00000197134,ZNF257,Q9Y2Q1,1,563,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
956,ENSG00000054983,GALC,P54803,0,685,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
957,ENSG00000165935,SMCO2,A6NFE2,1,343,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
958,ENSG00000128683,GAD1,Q99259,1,594,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
959,ENSG00000162398,CIMAP2,Q3ZCV2,0,418,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
960,ENSG00000164037,SLC9B1,Q4ZJI4,1,515,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
961,ENSG00000175946,KLHL38,Q2WGJ6,0,581,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
962,ENSG00000117000,RLF,Q13129,0,1914,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
963,ENSG00000232388,SMIM26,A0A096LP01,0,95,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
964,ENSG00000172867,KRT2,P35908,0,639,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
965,ENSG00000158955,WNT9B,O14905,1,357,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
966,ENSG00000163811,WDR43,Q15061,0,677,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
967,ENSG00000187676,B3GLCT,Q6Y288,1,498,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
968,ENSG00000166860,ZBTB39,O15060,0,712,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
969,ENSG00000185633,COXFA4L2,Q9NRX3,1,87,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
970,ENSG00000081138,CDH7,Q9ULB5,1,785,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
971,ENSG00000176087,SLC35A4,Q96G79,0,324,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
972,ENSG00000168944,CEP120,Q8N960,1,986,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
973,ENSG00000244694,PTCHD4,Q6ZW05,0,846,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
974,ENSG00000176248,ANAPC2,Q9UJX6,0,822,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
975,ENSG00000100731,PCNX1,Q96RV3,0,2341,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
976,ENSG00000139151,PLCZ1,Q86YW0,0,608,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
977,ENSG00000148600,CDHR1,Q96JP9,0,859,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
978,ENSG00000115290,GRB14,Q14449,1,540,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
979,ENSG00000117791,MTARC2,Q969Z3,0,335,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
980,ENSG00000134697,GNL2,Q13823,0,731,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
981,ENSG00000103351,CLUAP1,Q96AJ1,1,413,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
982,ENSG00000101421,CHMP4B,Q9H444,1,224,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
983,ENSG00000100012,SEC14L3,Q9UDX4,0,400,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
984,ENSG00000147548,NSD3,Q9BZ95,0,1437,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
985,ENSG00000103111,MON1B,Q7L1V2,1,547,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
986,ENSG00000135862,LAMC1,P11047,1,1609,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
987,ENSG00000132613,MTSS2,Q765P7,0,747,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
988,ENSG00000164742,ADCY1,Q08828,1,1119,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
989,ENSG00000173930,SLCO4C1,Q6ZQN7,1,724,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
990,ENSG00000101213,PTK6,Q13882,0,451,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
991,ENSG00000115488,NEU2,Q9Y3R4,0,380,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
992,ENSG00000189045,ANKDD1B,A6NHY2,1,528,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
993,ENSG00000102984,ZNF821,O75541,0,412,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
994,ENSG00000182771,GRID1,Q9ULK0,1,1009,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
995,ENSG00000176102,CSTF3,Q12996,0,717,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
996,ENSG00000151233,GXYLT1,Q4G148,0,440,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
997,ENSG00000164938,TP53INP1,Q96A56,1,240,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
998,ENSG00000100426,ZBED4,O75132,0,1171,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
999,ENSG00000106070,GRB10,Q13322,1,594,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1000,ENSG00000165685,TMEM52B,Q4KMG9,0,183,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1001,ENSG00000188177,ZC3H6,P61129,0,1189,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1002,ENSG00000104081,BMF,Q96LC9,1,184,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1003,ENSG00000184056,VPS33B,Q9H267,1,617,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1004,ENSG00000136531,SCN2A,Q99250,1,2005,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1005,ENSG00000068024,HDAC4,P56524,1,1084,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1006,ENSG00000068796,KIF2A,O00139,0,706,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1007,ENSG00000162378,ZYG11B,Q9C0D3,0,744,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1008,ENSG00000132170,PPARG,P37231,1,505,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1009,ENSG00000116260,QSOX1,O00391,0,747,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1010,ENSG00000151612,ZNF827,Q17R98,0,1081,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1011,ENSG00000016602,CLCA4,Q14CN2,0,919,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1012,ENSG00000121989,ACVR2A,P27037,1,513,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1013,ENSG00000123453,SARDH,Q9UL12,1,918,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1014,ENSG00000185345,PRKN,O60260,1,465,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1015,ENSG00000129158,SERGEF,Q9UGK8,0,458,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1016,ENSG00000133640,LRRIQ1,Q96JM4,0,1722,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1017,ENSG00000087269,NOP14,P78316,0,857,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1018,ENSG00000178409,BEND3,Q5T5X7,1,828,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1019,ENSG00000075884,ARHGAP15,Q53QZ3,0,475,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1020,ENSG00000101639,CEP192,Q8TEP8,1,2537,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1021,ENSG00000101384,JAG1,P78504,1,1218,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1022,ENSG00000113240,CLK4,Q9HAZ1,0,481,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1023,ENSG00000118503,TNFAIP3,P21580,1,790,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1024,ENSG00000129595,EPB41L4A,Q9HCS5,1,686,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1025,ENSG00000106638,TBL2,Q9Y4P3,1,447,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1026,ENSG00000169047,IRS1,P35568,1,1242,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1027,ENSG00000102053,ZC3H12B,Q5HYM0,0,836,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1028,ENSG00000198912,C1orf174,Q8IYL3,0,243,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1029,ENSG00000168928,CTRB2,Q6GPI1,1,263,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1030,ENSG00000146374,RSPO3,Q9BXY4,1,272,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1031,ENSG00000178568,ERBB4,Q15303,1,1308,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1032,ENSG00000174137,FAM53A,Q6NSI3,1,398,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1033,ENSG00000105135,ILVBL,A1L0T0,0,632,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1034,ENSG00000139146,SINHCAF,Q9NP50,1,221,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1035,ENSG00000009413,REV3L,O60673,1,3130,4,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1036,ENSG00000153094,BCL2L11,O43521,1,198,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1037,ENSG00000215853,RPTN,Q6XPR3,0,784,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1038,ENSG00000101417,PXMP4,Q9Y6I8,1,212,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1039,ENSG00000120833,SOCS2,O14508,1,198,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1040,ENSG00000127334,DYRK2,Q92630,1,601,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1041,ENSG00000161618,ALDH16A1,Q8IZ83,0,802,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1042,ENSG00000114439,BBX,Q8WY36,0,941,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1043,ENSG00000173482,PTPRM,P28827,1,1452,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1044,ENSG00000126870,DYNC2I1,Q8WVS4,0,1066,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1045,ENSG00000168830,HTR1E,P28566,0,365,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1046,ENSG00000184719,RNLS,Q5VYX0,1,342,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1047,ENSG00000141564,RPTOR,Q8N122,1,1335,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1048,ENSG00000198919,DZIP3,Q86Y13,0,1208,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1049,ENSG00000176746,MAGEB6,Q8N7X4,0,407,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1050,ENSG00000112530,PACRG,Q96M98,1,296,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1051,ENSG00000167925,GHDC,Q8N2G8,0,530,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1052,ENSG00000111879,FAM184A,Q8NB25,0,1140,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1053,ENSG00000145901,TNIP1,Q15025,1,636,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1054,ENSG00000171862,PTEN,P60484,1,403,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1055,ENSG00000131242,RAB11FIP4,Q86YS3,1,637,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1056,ENSG00000136231,IGF2BP3,O00425,1,579,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1057,ENSG00000132275,RRP8,O43159,0,456,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1058,ENSG00000134897,BIVM,Q86UB2,0,503,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1059,ENSG00000173431,RNASE8,Q8TDE3,0,154,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1060,ENSG00000166436,TRIM66,O15016,1,1351,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1061,ENSG00000205129,CFAP96,A7E2U8,0,309,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1062,ENSG00000169925,BRD3,Q15059,1,726,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1063,ENSG00000168925,CTRB1,P17538,1,263,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1064,ENSG00000083844,ZNF264,O43296,0,627,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1065,ENSG00000022567,SLC45A4,Q5BKX6,0,768,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1066,ENSG00000152684,PELO,Q9BRX2,1,385,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1067,ENSG00000164002,EXO5,Q9H790,0,373,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1068,ENSG00000203883,SOX18,P35713,0,384,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1069,ENSG00000278311,GGNBP2,Q9H3C7,1,697,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1070,ENSG00000138400,MDH1B,Q5I0G3,0,518,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1071,ENSG00000197591,OR11L1,Q8NGX0,0,322,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1072,ENSG00000158186,MRAS,O14807,1,208,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1073,ENSG00000167363,FN3K,Q9H479,1,309,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1074,ENSG00000123612,ACVR1C,Q8NER5,1,493,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1075,ENSG00000158816,VWA5B1,Q5TIE3,1,1220,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1076,ENSG00000131196,NFATC1,O95644,1,943,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1077,ENSG00000075891,PAX2,Q02962,1,417,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1078,ENSG00000080293,SCTR,P47872,1,440,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1079,ENSG00000196277,GRM7,Q14831,0,915,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1080,ENSG00000166313,APBB1,O00213,0,710,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1081,ENSG00000048405,ZNF800,Q2TB10,1,664,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1082,ENSG00000012504,NR1H4,Q96RI1,1,486,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1083,ENSG00000137860,SLC28A2,O43868,0,658,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1084,ENSG00000106633,GCK,P35557,1,465,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1085,ENSG00000147862,NFIB,O00712,1,420,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1086,ENSG00000206432,TMEM200C,A6NKL6,0,621,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1087,ENSG00000152214,RIT2,Q99578,1,217,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1088,ENSG00000104976,SNAPC2,Q13487,1,334,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1089,ENSG00000169760,NLGN1,Q8N2Q7,1,863,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1090,ENSG00000198774,RASSF9,O75901,0,435,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
