sample_index,gene_symbol,true_label,mean_oof_score__DNABERT2_multimodal,mean_oof_score__Genomic_only_K3K4Basic,mean_oof_score__Handcrafted_multimodal,mean_oof_score__Protein_only_ProtBERT_SW,percentile_rank__DNABERT2_multimodal,percentile_rank__Genomic_only_K3K4Basic,percentile_rank__Handcrafted_multimodal,percentile_rank__Protein_only_ProtBERT_SW,rank_desc__DNABERT2_multimodal,rank_desc__Genomic_only_K3K4Basic,rank_desc__Handcrafted_multimodal,rank_desc__Protein_only_ProtBERT_SW,dnabert2_minus_handcrafted_rank_delta,dnabert2_minus_handcrafted_score_delta,dnabert2_minus_handcrafted_percentile_delta,dnabert2_moved_up,dnabert2_moved_down,consensus_rank,mean_percentile_rank,n_curated_pathways,curated_pathways,n_external_sets,external_sets,case_interpretation
126,FAM221B,0,0.65122,0.42776,0.59421,0.61218,0.73629,0.24377,0.64211,0.67424,477,1366,647,589,-170,0.057,0.09418,True,False,746,0.5741,0,,0,,Lower-priority / background candidate
127,MPPED2,0,0.73396,0.66687,0.768,0.7317,0.85152,0.94072,0.91967,0.89197,269,108,146,196,123,-0.03404,-0.06814,False,True,96,0.90097,0,,0,,High-ranked current-negative candidate requiring audit
128,CLNS1A,0,0.27142,0.40327,0.32043,0.36531,0.15679,0.14903,0.21108,0.27424,1523,1537,1425,1311,98,-0.04902,-0.05429,False,True,1550,0.19778,0,,0,,Lower-priority / background candidate
129,CFAP69,1,0.56851,0.51933,0.60247,0.51298,0.60554,0.61773,0.65706,0.51191,713,691,620,882,93,-0.03396,-0.05152,False,True,687,0.59806,0,,0,,Lower-priority / background candidate
130,ZFYVE21,1,0.28144,0.50903,0.28029,0.22817,0.17341,0.58227,0.15623,0.06482,1493,755,1524,1689,-31,0.00115,0.01717,True,False,1453,0.24418,0,,0,,Current-positive low-rank / possible model miss
131,KDM4A,1,0.57182,0.53768,0.64874,0.63987,0.61108,0.67424,0.73296,0.72798,703,589,483,492,220,-0.07692,-0.12188,False,True,503,0.68656,0,,0,,Lower-priority / background candidate
132,DDX28,0,0.2624,0.50593,0.25242,0.2242,0.14127,0.57285,0.12632,0.05983,1551,772,1578,1698,-27,0.00998,0.01496,True,False,1495,0.22507,0,,0,,Lower-priority / background candidate
133,AK8,1,0.27114,0.40649,0.265,0.3249,0.15623,0.16731,0.13906,0.21274,1524,1504,1555,1422,-31,0.00614,0.01718,True,False,1617,0.16884,0,,0,,Current-positive low-rank / possible model miss
134,FTO,0,0.24908,0.35699,0.24988,0.30178,0.11413,0.04266,0.12078,0.17119,1600,1729,1588,1497,12,-0.0008,-0.00665,False,True,1702,0.11219,1,Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
135,MRPS16,1,0.46402,0.39572,0.51614,0.5363,0.44986,0.12964,0.52244,0.54737,994,1572,863,818,131,-0.05212,-0.07258,False,True,1088,0.41233,0,,0,,Current-positive low-rank / possible model miss
136,ADH1B,0,0.20304,0.46344,0.2265,0.26227,0.04709,0.39668,0.08587,0.11468,1721,1090,1651,1599,70,-0.02346,-0.03878,False,True,1628,0.16108,0,,0,,Lower-priority / background candidate
137,DYNLT3,1,0.49923,0.579,0.40898,0.31811,0.50305,0.78615,0.35679,0.20111,898,387,1162,1443,-264,0.09025,0.14626,True,False,978,0.46177,0,,0,,Lower-priority / background candidate
138,PITRM1,0,0.57062,0.37862,0.68408,0.65209,0.60886,0.08089,0.79058,0.75125,707,1660,379,450,328,-0.11346,-0.18172,False,True,780,0.55789,0,,0,,Lower-priority / background candidate
139,IL12B,0,0.30149,0.51064,0.39964,0.3617,0.20609,0.5867,0.34238,0.26704,1434,747,1188,1324,246,-0.09815,-0.13629,False,True,1223,0.35055,0,,0,,Lower-priority / background candidate
140,PDE3B,1,0.52984,0.40841,0.45691,0.5647,0.54958,0.17341,0.43102,0.59834,814,1493,1028,726,-214,0.07293,0.11856,True,False,1026,0.43809,0,,0,,Current-positive low-rank / possible model miss
141,CCDC74B,0,0.72407,0.51919,0.73824,0.7091,0.83158,0.61662,0.87756,0.85983,305,693,222,254,83,-0.01417,-0.04598,False,True,274,0.7964,0,,0,,Lower-priority / background candidate
142,PCGF3,0,0.23779,0.45232,0.27387,0.25751,0.09308,0.35069,0.14737,0.10637,1638,1173,1540,1614,98,-0.03608,-0.05429,False,True,1607,0.17438,0,,0,,Lower-priority / background candidate
143,SLC22A17,0,0.47711,0.54918,0.49731,0.46557,0.46814,0.71246,0.49308,0.43601,961,520,916,1019,45,-0.0202,-0.02493,False,True,850,0.52742,0,,0,,Lower-priority / background candidate
144,WSCD2,1,0.30495,0.49284,0.34504,0.40799,0.2144,0.52022,0.2482,0.33684,1419,867,1358,1198,61,-0.04008,-0.03379,False,True,1265,0.32992,0,,0,,Current-positive low-rank / possible model miss
145,ATP8B4,0,0.36452,0.33929,0.38719,0.56309,0.30471,0.01994,0.32078,0.59446,1256,1770,1227,733,29,-0.02267,-0.01607,False,True,1309,0.30997,0,,0,,Lower-priority / background candidate
146,ACOT6,0,0.46559,0.39113,0.47508,0.58812,0.45152,0.11357,0.45651,0.63823,991,1601,982,654,9,-0.00949,-0.00499,False,True,1084,0.41496,0,,0,,Lower-priority / background candidate
147,UHRF1,0,0.36377,0.54361,0.43475,0.40896,0.30305,0.69197,0.39834,0.33795,1259,557,1087,1196,172,-0.07098,-0.09529,False,True,1040,0.43283,0,,0,,Lower-priority / background candidate
148,MRAP,0,0.4454,0.43878,0.52388,0.51365,0.4205,0.29197,0.53518,0.51246,1047,1279,840,881,207,-0.07849,-0.11468,False,True,1020,0.44003,0,,0,,Lower-priority / background candidate
149,HSF2,1,0.73231,0.44771,0.78103,0.74323,0.84931,0.33186,0.93518,0.91634,273,1207,118,152,155,-0.04873,-0.08587,False,True,344,0.75817,0,,0,,Lower-priority / background candidate
150,OR4D2,1,0.6027,0.53419,0.73488,0.70872,0.66094,0.66704,0.86925,0.85873,613,602,237,256,376,-0.13218,-0.20831,False,True,329,0.76399,0,,0,,Lower-priority / background candidate
151,PPM1F,1,0.74775,0.55266,0.71263,0.66337,0.87202,0.71801,0.83324,0.77174,232,510,302,413,-70,0.03512,0.03878,True,False,267,0.79875,0,,0,,Lower-priority / background candidate
152,AMY2A,0,0.15624,0.41134,0.12077,0.16326,0.00886,0.18282,0.00443,0.00499,1790,1476,1798,1797,-8,0.03547,0.00443,True,False,1778,0.05028,0,,0,,Lower-priority / background candidate
153,LAMA1,0,0.32229,0.49122,0.41277,0.42031,0.23989,0.51136,0.3651,0.36066,1373,883,1147,1155,226,-0.09048,-0.12521,False,True,1185,0.36925,0,,0,,Lower-priority / background candidate
154,CDC42BPB,0,0.33212,0.35502,0.27464,0.36972,0.25374,0.03934,0.15069,0.27645,1348,1735,1534,1307,-186,0.05748,0.10305,True,False,1597,0.18006,0,,0,,Lower-priority / background candidate
155,TMEM121,0,0.32526,0.46939,0.33317,0.31404,0.24488,0.42105,0.23213,0.19501,1364,1046,1387,1454,-23,-0.00791,0.01274,True,False,1380,0.27327,0,,0,,Lower-priority / background candidate
156,FAM185A,1,0.75907,0.50586,0.77912,0.76286,0.88698,0.5723,0.93296,0.94294,205,773,122,104,83,-0.02006,-0.04598,False,True,204,0.8338,0,,0,,Lower-priority / background candidate
157,CABIN1,1,0.59002,0.5895,0.58362,0.61086,0.63546,0.8133,0.62659,0.67258,659,338,675,592,-16,0.00639,0.00886,True,False,501,0.68698,0,,0,,Lower-priority / background candidate
158,STPG2,0,0.19034,0.48545,0.23879,0.20962,0.03601,0.48532,0.10471,0.04377,1741,930,1617,1727,124,-0.04845,-0.0687,False,True,1618,0.16745,0,,0,,Lower-priority / background candidate
159,ATXN7L3,0,0.36268,0.41221,0.29091,0.33725,0.30028,0.1867,0.16842,0.22881,1264,1469,1502,1393,-238,0.07177,0.13186,True,False,1506,0.22105,0,,0,,Lower-priority / background candidate
160,WDR44,0,0.41018,0.39732,0.45588,0.51814,0.36898,0.13407,0.42992,0.51801,1140,1564,1030,871,110,-0.04569,-0.06094,False,True,1198,0.36274,0,,0,,Lower-priority / background candidate
161,KRT36,1,0.70802,0.72565,0.68477,0.62164,0.81385,0.98726,0.79114,0.69252,337,24,378,556,-41,0.02325,0.02271,True,False,225,0.82119,0,,0,,Lower-priority / background candidate
162,NUDT15,0,0.29049,0.54363,0.32285,0.28241,0.18504,0.69252,0.21496,0.14404,1472,556,1418,1546,54,-0.03236,-0.02992,False,True,1310,0.30914,0,,0,,Lower-priority / background candidate
163,ZNF136,1,0.20006,0.49046,0.31613,0.37718,0.04598,0.50748,0.20554,0.29141,1723,890,1435,1280,288,-0.11608,-0.15956,False,True,1407,0.2626,0,,0,,Current-positive low-rank / possible model miss
164,SERINC2,0,0.72962,0.60522,0.60189,0.58622,0.84598,0.83989,0.65596,0.6349,279,290,622,660,-343,0.12773,0.19003,True,False,380,0.74418,0,,0,,Lower-priority / background candidate
165,DCLK2,0,0.33765,0.36942,0.28233,0.3854,0.2626,0.06316,0.15845,0.3036,1332,1692,1520,1258,-188,0.05532,0.10416,True,False,1554,0.19695,0,,0,,Lower-priority / background candidate
166,IZUMO1R,1,0.45532,0.44335,0.57181,0.69168,0.43656,0.31246,0.60776,0.82493,1018,1242,709,317,309,-0.11649,-0.17119,False,True,810,0.54543,0,,0,,Lower-priority / background candidate
167,MFSD6L,0,0.30485,0.48984,0.46162,0.49218,0.21385,0.50471,0.43823,0.48255,1420,895,1015,935,405,-0.15677,-0.22438,False,True,1094,0.40983,0,,0,,Lower-priority / background candidate
168,ZFHX3,0,0.77167,0.61486,0.74694,0.65258,0.90194,0.85762,0.88809,0.75346,178,258,203,446,-25,0.02474,0.01385,True,False,177,0.85028,0,,0,,High-ranked current-negative candidate requiring audit
169,CCDC197,0,0.61676,0.6906,0.58402,0.49815,0.67978,0.96842,0.6277,0.49474,579,58,673,913,-94,0.03273,0.05208,True,False,483,0.69266,0,,0,,Lower-priority / background candidate
170,TTI1,1,0.57747,0.5445,0.66176,0.61899,0.61884,0.6964,0.75346,0.68421,689,549,446,571,243,-0.08429,-0.13463,False,True,495,0.68823,0,,0,,Lower-priority / background candidate
171,XPC,0,0.36468,0.43445,0.38754,0.39902,0.30582,0.26925,0.32133,0.32576,1254,1320,1226,1218,28,-0.02286,-0.01551,False,True,1318,0.30554,0,,0,,Lower-priority / background candidate
172,IRX6,1,0.25699,0.39407,0.33227,0.40446,0.12909,0.12188,0.23102,0.33352,1573,1586,1389,1204,184,-0.07528,-0.10194,False,True,1545,0.20388,0,,0,,Current-positive low-rank / possible model miss
173,ITPKC,1,0.33686,0.4161,0.24873,0.2067,0.25928,0.19889,0.11967,0.041,1338,1447,1590,1732,-252,0.08813,0.13961,True,False,1640,0.15471,0,,0,,Current-positive low-rank / possible model miss
174,OR2L5,1,0.73894,0.4075,0.73042,0.74995,0.85596,0.17174,0.86427,0.92576,261,1496,246,135,15,0.00852,-0.00831,False,True,459,0.70443,0,,0,,Lower-priority / background candidate
175,CDCA5,0,0.2487,0.29686,0.16234,0.26159,0.11357,0.00222,0.02216,0.11357,1601,1802,1766,1601,-165,0.08636,0.09141,True,False,1767,0.06288,0,,0,,Lower-priority / background candidate
176,ARPC5L,0,0.48467,0.66434,0.543,0.42855,0.48421,0.93573,0.56399,0.3795,932,117,788,1121,144,-0.05833,-0.07978,False,True,705,0.59086,0,,0,,Lower-priority / background candidate
177,TNFRSF6B,0,0.62581,0.46725,0.4332,0.5454,0.69418,0.40942,0.39557,0.56233,553,1067,1092,791,-539,0.19261,0.29862,True,False,871,0.51537,0,,0,,Lower-priority / background candidate
178,U2AF1L4,0,0.4869,0.36744,0.48485,0.52074,0.4903,0.05983,0.47147,0.52188,921,1698,955,864,-34,0.00205,0.01884,True,False,1145,0.38587,0,,0,,Lower-priority / background candidate
179,ZNF324B,1,0.72746,0.44413,0.66487,0.71077,0.84155,0.31579,0.76177,0.8615,287,1236,431,251,-144,0.06259,0.07978,True,False,478,0.69515,0,,0,,Lower-priority / background candidate
180,KIF3C,0,0.41986,0.40579,0.3968,0.41611,0.38282,0.16233,0.3385,0.35069,1115,1513,1195,1173,-80,0.02306,0.04432,True,False,1313,0.30859,0,,0,,Lower-priority / background candidate
181,SRP68,0,0.37027,0.42005,0.31583,0.29941,0.31579,0.21662,0.20499,0.16731,1236,1415,1436,1504,-200,0.05444,0.1108,True,False,1492,0.22618,0,,0,,Lower-priority / background candidate
182,NRF1,0,0.4801,0.40492,0.54915,0.66469,0.47368,0.1579,0.57285,0.77285,951,1521,772,411,179,-0.06905,-0.09917,False,True,916,0.49432,0,,0,,Lower-priority / background candidate
183,ZNF326,1,0.80189,0.45664,0.74516,0.82212,0.93961,0.36731,0.88532,0.99003,110,1143,208,19,-98,0.05673,0.05429,True,False,275,0.79557,0,,0,,Lower-priority / background candidate
184,IGSF21,1,0.63061,0.41561,0.65634,0.68607,0.70249,0.19778,0.74349,0.80997,538,1449,464,344,74,-0.02573,-0.041,False,True,661,0.61343,0,,0,,Lower-priority / background candidate
185,ASAH1,0,0.32573,0.39156,0.38372,0.47089,0.24598,0.11413,0.31579,0.44266,1362,1600,1236,1007,126,-0.05799,-0.06981,False,True,1367,0.27964,0,,0,,Lower-priority / background candidate
186,NPC1,1,0.63078,0.70879,0.65037,0.48534,0.70305,0.97895,0.73463,0.46981,537,39,480,958,57,-0.01959,-0.03158,False,True,425,0.72161,0,,0,,Lower-priority / background candidate
187,ZFAND3,0,0.2297,0.40603,0.28635,0.41808,0.08199,0.16565,0.16344,0.35512,1658,1507,1511,1165,147,-0.05666,-0.08144,False,True,1569,0.19155,0,,0,,Lower-priority / background candidate
188,ADRA1D,1,0.75695,0.49853,0.73489,0.74195,0.88421,0.54626,0.86981,0.91302,210,820,236,158,-26,0.02206,0.0144,True,False,257,0.80332,0,,0,,Lower-priority / background candidate
189,BACE2,0,0.26448,0.3848,0.17774,0.22831,0.14404,0.09363,0.0338,0.06537,1546,1637,1745,1688,-199,0.08675,0.11025,True,False,1734,0.08421,0,,0,,Lower-priority / background candidate
190,OR6M1,0,0.31439,0.45108,0.32157,0.35006,0.23047,0.34294,0.21274,0.24875,1390,1187,1422,1357,-32,-0.00718,0.01773,True,False,1417,0.25873,0,,0,,Lower-priority / background candidate
191,LRRK1,0,0.36056,0.38968,0.39631,0.55864,0.2964,0.10692,0.33684,0.5856,1271,1613,1198,749,73,-0.03575,-0.04044,False,True,1259,0.33144,0,,0,,Lower-priority / background candidate
192,TEX101,0,0.49076,0.4083,0.49413,0.52635,0.49474,0.17285,0.48587,0.53019,913,1494,929,849,-16,-0.00337,0.00886,True,False,1072,0.42091,0,,0,,Lower-priority / background candidate
193,ZNRF3,1,0.59842,0.47772,0.64128,0.65977,0.65429,0.45596,0.72022,0.76454,625,983,506,426,119,-0.04286,-0.06593,False,True,580,0.64875,0,,0,,Lower-priority / background candidate
194,RASSF1,0,0.50574,0.62701,0.51107,0.39827,0.51246,0.87313,0.51745,0.3241,881,230,872,1221,9,-0.00534,-0.00499,False,True,783,0.55679,0,,0,,Lower-priority / background candidate
195,TRIOBP,0,0.30625,0.42868,0.25705,0.29656,0.21662,0.24709,0.13186,0.1651,1415,1360,1568,1508,-153,0.0492,0.08476,True,False,1574,0.19017,0,,0,,Lower-priority / background candidate
196,EYA1,1,0.47167,0.60499,0.57116,0.45681,0.46039,0.83878,0.60665,0.41994,975,292,711,1048,264,-0.09949,-0.14626,False,True,729,0.58144,0,,0,,Lower-priority / background candidate
197,KRT9,1,0.40825,0.47188,0.43568,0.45727,0.36731,0.43102,0.40277,0.42161,1143,1028,1079,1045,64,-0.02743,-0.03546,False,True,1103,0.40568,0,,0,,Current-positive low-rank / possible model miss
198,UBE2E2,1,0.78899,0.67393,0.7534,0.71488,0.92576,0.94681,0.90194,0.86648,135,97,178,242,-43,0.03559,0.02382,True,False,79,0.91025,0,,0,,Known/current-positive high-confidence recovery
199,ID4,0,0.31528,0.42551,0.24715,0.28738,0.23269,0.2349,0.11856,0.15235,1386,1382,1592,1531,-206,0.06814,0.11413,True,False,1584,0.18463,0,,0,,Lower-priority / background candidate
200,COQ6,0,0.26733,0.52568,0.2395,0.22136,0.14626,0.63435,0.10582,0.05596,1542,661,1615,1705,-73,0.02783,0.04044,True,False,1471,0.2356,0,,0,,Lower-priority / background candidate
201,XXYLT1,0,0.47446,0.5811,0.55463,0.41872,0.46537,0.79003,0.58172,0.35623,966,380,756,1163,210,-0.08016,-0.11634,False,True,802,0.54834,0,,0,,Lower-priority / background candidate
202,SCAF4,0,0.42529,0.51935,0.46584,0.46045,0.39335,0.61884,0.44155,0.42992,1096,689,1009,1030,87,-0.04055,-0.0482,False,True,956,0.47091,0,,0,,Lower-priority / background candidate
203,ARMC8,1,0.78085,0.653,0.69456,0.43009,0.91413,0.92022,0.80277,0.38282,156,145,357,1115,-201,0.08628,0.11136,True,False,354,0.75499,0,,0,,Lower-priority / background candidate
204,C20ORF96,1,0.69317,0.44957,0.63946,0.56441,0.79391,0.33795,0.71357,0.59723,373,1196,518,728,-145,0.05371,0.08033,True,False,666,0.61066,0,,0,,Lower-priority / background candidate
205,BFSP2,1,0.48493,0.43988,0.51954,0.54846,0.48643,0.29862,0.52909,0.56842,928,1267,851,780,77,-0.0346,-0.04266,False,True,958,0.47064,0,,0,,Lower-priority / background candidate
206,PCDHGB5,1,0.76913,0.68746,0.71186,0.65308,0.90028,0.96344,0.82992,0.75457,181,67,308,444,-127,0.05727,0.07036,True,False,154,0.86205,0,,0,,Known/current-positive high-confidence recovery
207,CUL7,0,0.48044,0.33096,0.56993,0.58674,0.47535,0.01163,0.60554,0.63546,948,1785,713,659,235,-0.08948,-0.13019,False,True,1043,0.43199,0,,0,,Lower-priority / background candidate
208,ZNF704,1,0.76788,0.64096,0.75544,0.7518,0.89862,0.89972,0.90416,0.92742,184,182,174,132,10,0.01244,-0.00554,False,True,85,0.90748,0,,0,,Known/current-positive high-confidence recovery
209,ZNF711,1,0.36886,0.48429,0.3109,0.36858,0.31246,0.48033,0.19945,0.27535,1242,939,1446,1309,-204,0.05795,0.11302,True,False,1294,0.3169,0,,0,,Current-positive low-rank / possible model miss
210,COL23A1,0,0.72534,0.47104,0.81457,0.8515,0.83601,0.42715,0.96898,0.99889,297,1035,57,3,240,-0.08924,-0.13296,False,True,248,0.80776,0,,0,,Lower-priority / background candidate
211,FABP9,1,0.81756,0.74999,0.64004,0.42851,0.95845,0.99391,0.71413,0.37895,76,12,517,1122,-441,0.17753,0.24432,True,False,337,0.76136,0,,0,,Lower-priority / background candidate
212,SBF1,1,0.28323,0.46329,0.40393,0.50387,0.17618,0.39446,0.3518,0.50083,1488,1094,1171,902,317,-0.1207,-0.17562,False,True,1214,0.35582,0,,0,,Current-positive low-rank / possible model miss
213,MEIS1,1,0.75339,0.57969,0.73816,0.68827,0.87922,0.78781,0.87701,0.81496,219,384,223,335,-4,0.01524,0.00222,True,False,195,0.83975,0,,0,,Known/current-positive high-confidence recovery
214,MYO5C,1,0.8203,0.63547,0.7735,0.77095,0.96177,0.8892,0.92798,0.9518,70,201,131,88,-61,0.04681,0.0338,True,False,54,0.93269,0,,0,,Known/current-positive high-confidence recovery
215,JARID2,0,0.43363,0.50009,0.32955,0.38167,0.40554,0.54958,0.22438,0.29917,1074,814,1401,1266,-327,0.10408,0.18116,True,False,1182,0.36967,0,,0,,Lower-priority / background candidate
216,CCDC57,1,0.83446,0.60176,0.80244,0.75778,0.97341,0.83435,0.9579,0.93573,49,300,77,117,-28,0.03202,0.01551,True,False,61,0.92535,0,,0,,Known/current-positive high-confidence recovery
217,TSHZ2,1,0.64422,0.39044,0.67733,0.77274,0.72465,0.11025,0.77839,0.95457,498,1607,401,83,97,-0.03311,-0.05374,False,True,596,0.64197,0,,0,,Lower-priority / background candidate
218,RMC1,0,0.21991,0.49322,0.2026,0.20986,0.06704,0.52188,0.05762,0.04488,1685,864,1702,1725,-17,0.01731,0.00942,True,False,1611,0.17285,0,,0,,Lower-priority / background candidate
219,SMIM41,0,0.52849,0.39937,0.53894,0.60075,0.54571,0.13906,0.559,0.66039,821,1555,797,614,24,-0.01045,-0.0133,False,True,944,0.47604,0,,0,,Lower-priority / background candidate
220,RAMP3,1,0.61721,0.46074,0.66755,0.68758,0.68144,0.38116,0.7651,0.81385,576,1118,425,337,151,-0.05034,-0.08366,False,True,548,0.66039,0,,0,,Lower-priority / background candidate
221,XRN2,0,0.58224,0.59395,0.46772,0.49264,0.62438,0.82105,0.44432,0.48366,679,324,1004,933,-325,0.11453,0.18006,True,False,701,0.59335,0,,0,,Lower-priority / background candidate
222,CEP350,1,0.51743,0.55845,0.54038,0.5572,0.53241,0.73518,0.56122,0.58283,845,479,793,754,52,-0.02295,-0.02881,False,True,683,0.60291,0,,0,,Lower-priority / background candidate
223,ZCCHC8,1,0.64361,0.58612,0.6367,0.62331,0.72244,0.80277,0.70859,0.69695,502,357,527,548,-25,0.00691,0.01385,True,False,403,0.73269,0,,0,,Lower-priority / background candidate
224,FAM149B1,1,0.75722,0.64842,0.74824,0.68832,0.88476,0.91302,0.89197,0.81551,209,158,196,334,13,0.00897,-0.0072,False,True,132,0.87632,0,,0,,Known/current-positive high-confidence recovery
225,MS4A14,0,0.71019,0.68229,0.53354,0.38071,0.81662,0.95734,0.54958,0.29751,332,78,814,1269,-482,0.17665,0.26704,True,False,565,0.65526,0,,0,,Lower-priority / background candidate
226,GLRA1,0,0.3591,0.39469,0.28337,0.29177,0.29418,0.1241,0.16066,0.16011,1275,1582,1516,1517,-241,0.07573,0.13352,True,False,1583,0.18476,0,,0,,Lower-priority / background candidate
227,CDC42BPA,0,0.52947,0.5256,0.49073,0.4544,0.54848,0.63324,0.48255,0.41496,816,663,935,1057,-119,0.03874,0.06593,True,False,865,0.51981,0,,0,,Lower-priority / background candidate
228,ONECUT1,1,0.34509,0.35236,0.3032,0.35116,0.27424,0.03656,0.18892,0.24986,1311,1740,1465,1355,-154,0.04189,0.08532,True,False,1578,0.1874,0,,0,,Current-positive low-rank / possible model miss
229,FEM1C,0,0.63655,0.57827,0.59927,0.55361,0.71191,0.78227,0.65097,0.57784,521,394,631,763,-110,0.03728,0.06094,True,False,513,0.68075,0,,0,,Lower-priority / background candidate
230,HMGA1,1,0.80579,0.58395,0.73625,0.82301,0.94571,0.79557,0.87313,0.99114,99,370,230,17,-131,0.06954,0.07258,True,False,94,0.90138,0,,0,,Known/current-positive high-confidence recovery
231,CTTNBP2,0,0.38548,0.50149,0.43549,0.35166,0.33629,0.55346,0.40166,0.25042,1199,807,1081,1354,118,-0.05001,-0.06537,False,True,1149,0.38546,0,,0,,Lower-priority / background candidate
232,RBM23,1,0.66486,0.54184,0.52043,0.6242,0.75291,0.68698,0.53019,0.69917,447,566,849,544,-402,0.14443,0.22272,True,False,537,0.66731,0,,0,,Lower-priority / background candidate
233,GDF7,1,0.68101,0.52859,0.75927,0.7599,0.77728,0.64543,0.90859,0.94072,403,641,166,108,237,-0.07826,-0.1313,False,True,233,0.81801,0,,0,,Lower-priority / background candidate
234,PDE8B,0,0.23407,0.56979,0.24439,0.16722,0.08643,0.76454,0.11246,0.00831,1650,426,1603,1791,47,-0.01032,-0.02604,False,True,1456,0.24294,0,,0,,Lower-priority / background candidate
235,OCIAD2,1,0.70629,0.67539,0.49569,0.45104,0.80886,0.94792,0.48864,0.41108,346,95,924,1064,-578,0.2106,0.32022,True,False,542,0.66413,0,,0,,Lower-priority / background candidate
236,ZCCHC9,0,0.62831,0.55959,0.51303,0.59243,0.69917,0.74017,0.51967,0.6482,544,470,868,636,-324,0.11529,0.1795,True,False,572,0.6518,0,,0,,Lower-priority / background candidate
237,CST8,0,0.31206,0.47549,0.35045,0.31061,0.2277,0.44432,0.26094,0.18837,1395,1004,1335,1466,60,-0.03839,-0.03324,False,True,1365,0.28033,0,,0,,Lower-priority / background candidate
238,NFATC2,1,0.35605,0.43663,0.48673,0.5461,0.28975,0.28144,0.47368,0.56288,1283,1298,951,790,332,-0.13068,-0.18393,False,True,1112,0.40194,0,,0,,Current-positive low-rank / possible model miss
239,SLCO6A1,1,0.70143,0.39672,0.74778,0.74242,0.80554,0.13186,0.89086,0.91357,352,1568,198,157,154,-0.04634,-0.08532,False,True,505,0.68546,0,,0,,Lower-priority / background candidate
240,DGLUCY,1,0.42918,0.52384,0.42513,0.39803,0.39945,0.62826,0.38393,0.32355,1085,672,1113,1222,-28,0.00405,0.01551,True,False,1038,0.4338,0,,0,,Current-positive low-rank / possible model miss
