rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean
81,MONDO_0005148,direct_only,ENSG00000145730,PAM,peptidylglycine alpha-amidating monooxygenase,0.5754371880839976,,0.8513848512853143,,,,0.1034753742573101,-0.1829012686155543,,1.0,0.0,,1.0,0.0,1.0,,-0.7963313921595191,0.0493299999999997,,-1.0,0.5,0.0,0.4129673908175742,0.338780532299232,,,,,,81
82,MONDO_0005148,direct_only,ENSG00000182247,UBE2E2,ubiquitin conjugating enzyme E2 E2,0.5712073518044537,,0.9296467340205766,,,,0.1989197230356089,-0.6986210700496415,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.975125,-0.6890550000000001,-1.0,-1.0,0.0,,,,,,,,82
83,MONDO_0005148,direct_only,ENSG00000134640,MTNR1B,melatonin receptor 1B,0.571199212002098,,0.888618482319798,,,,0.8627490921833364,0.9451737451737452,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.170737797500802,0.0,0.0,,,0.0,0.3520527248968897,,,,,,,83
84,MONDO_0005148,direct_only,ENSG00000090402,SI,sucrase-isomaltase,0.5693987967650281,0.9292983962955084,,,,,0.14638776332375,0.0708218422504136,,1.0,1.0,,1.0,1.0,0.0,1.0,-0.612931392203036,0.0,0.0,0.5,1.0,0.0,,,,,,,,84
85,MONDO_0005148,direct_only,ENSG00000257743,MGAM2,maltase-glucoamylase 2 (putative),0.5684447247380215,0.9292983962955084,,,,,0.1150002425481983,,,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.5,0.5,,,,,,,,,85
86,MONDO_0005148,direct_only,ENSG00000153814,JAZF1,JAZF zinc finger 1,0.5678865466186642,,0.904268080525323,,,,0.5972433455089672,-0.7539988968560397,,0.0,0.0,,0.0,0.0,0.0,,-0.374836910993182,0.9794249999999998,,-1.0,0.5,0.0,,,,,,,,86
87,MONDO_0005148,direct_only,ENSG00000175445,LPL,lipoprotein lipase,0.5655588402561879,,0.8951315209570052,,,,0.703396532549134,0.1929398786541643,,1.0,0.0,255.0,1.0,0.0,1.0,,-0.9101857952112236,0.6421050000000001,0.0,0.0,0.5,0.0,,,,,,,,87
88,MONDO_0005148,direct_only,ENSG00000171435,KSR2,kinase suppressor of ras 2,0.5652714223322836,,0.8780775448431376,0.1945378552357187,,,0.1402451222447972,-0.8732487589630447,,1.0,1.0,,1.0,0.0,0.0,,0.0,0.8263150000000004,0.0,0.5,0.5,0.0,,,,,,,,88
89,MONDO_0005148,direct_only,ENSG00000134443,GRP,gastrin releasing peptide,0.5648167305980163,,0.9095198789700852,,,,0.3912150915474525,0.8455598455598456,,0.0,0.0,,0.0,0.0,1.0,,-0.5786388891017213,0.0,0.0,0.0,0.5,0.0,,,,,,,,89
90,MONDO_0005148,direct_only,ENSG00000168925,CTRB1,chymotrypsinogen B1,0.5643570576136395,,0.9232537902262044,,,,0.1014143233269835,0.9332597904026476,,1.0,0.0,,1.0,0.0,1.0,,-0.0291810985485932,0.2585549999999997,-0.8954374999999999,0.0,1.0,0.0,,,,,,,,90
91,MONDO_0005148,direct_only,ENSG00000139515,PDX1,pancreatic and duodenal homeobox 1,0.5611638814943927,,0.1150085395112442,0.7440292838275211,,,0.6638857942654626,0.7634859349145064,,0.0,0.0,,0.0,0.0,0.0,,-0.8759758128526307,0.399295,0.0,0.5,0.75,0.0,0.6165305346352074,,,0.607930797611621,,,,91
92,MONDO_0005148,direct_only,ENSG00000144891,AGTR1,angiotensin II receptor type 1,0.5594339548587529,0.9005183025020299,,,,,0.3941614737039504,0.2520683949255378,,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.9648072264487106,0.7214500000000001,0.0,0.0,0.5,0.0,,,,,,,,92
93,MONDO_0005148,direct_only,ENSG00000149948,HMGA2,high mobility group AT-hook 2,0.5589164032811953,,0.9127971605748504,,,,0.1315576513318307,0.7869829012686156,,0.0,0.0,,0.0,0.0,0.0,,-0.7207012587769651,0.7706400000000002,,0.5,0.5,0.0,,,,,,,,93
94,MONDO_0005148,direct_only,ENSG00000168928,CTRB2,chymotrypsinogen B2,0.5588798034942782,,0.9109444492391068,,,,0.1674078006398364,0.3437396580253722,,1.0,0.0,,1.0,0.0,1.0,,-0.0291810985485932,0.2585549999999997,-0.8954374999999999,0.0,1.0,0.0,,,,,,,,94
95,MONDO_0005148,direct_only,ENSG00000133116,KL,klotho,0.5587488336100863,,0.8747840762062838,,,,0.8863065510053727,-0.0893546607832321,,0.0,0.0,,0.0,1.0,1.0,,-0.9761000952536092,0.2934800000000003,0.0,0.0,0.75,0.0,,,,,,,,95
96,MONDO_0005148,direct_only,ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,0.5583151726855395,0.1215861595223242,0.8830769454182024,,,,0.2210660624748911,-0.1473800330943188,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.5074800000000004,-0.00561,0.0,0.5,0.0,,,,,255.0,,,96
97,MONDO_0005148,direct_only,ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,0.5578368147774324,,0.8822967863598667,,,,0.706048313387779,-0.8671814671814672,,0.0,0.0,,0.0,0.0,0.0,,-0.8672730249871188,0.7328899999999997,-0.1318874999999998,0.0,-1.0,0.0,,,,,,,,97
98,MONDO_0005148,direct_only,ENSG00000166035,LIPC,"lipase C, hepatic type",0.5574199764348928,,0.5397234129148354,0.7344776028547112,0.3799567485072632,,0.4230129618703416,0.2345284059569774,,1.0,0.0,255.0,1.0,0.0,1.0,,-0.2531629546035746,0.0,0.0,0.5,1.0,0.0,,,,,,,,98
99,MONDO_0005148,direct_only,ENSG00000154122,ANKH,ANKH inorganic pyrophosphate transport regulator,0.5537890199191281,,0.9069534518604628,,,,0.0797486997700244,-0.7275234418091561,,0.0,0.0,,0.0,0.0,0.0,,-0.8048619447622731,0.9186999999999996,,-1.0,-1.0,0.0,,,,,,,,99
100,MONDO_0005148,direct_only,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,0.552572485135312,,0.8884231010062399,,,,0.4103335699721201,-0.6466629895201323,,1.0,0.0,,1.0,1.0,0.0,,-0.6663236260226635,0.491845,0.0,0.0,0.5,0.0,,,,,,,,100
101,MONDO_0005148,direct_only,ENSG00000115290,GRB14,growth factor receptor bound protein 14,0.5520420897263872,,0.8648778036637831,,,,0.2337228367750767,-0.0506343077771649,,0.0,0.0,,0.0,0.0,0.0,,-0.665999927544755,0.2870350000000002,0.0,0.0,0.5,0.0,,0.1519826994029052,,,,,,101
102,MONDO_0005148,direct_only,ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,0.5507703839589632,0.8762911455413431,,,,,0.5936862873508182,-0.9105350248207392,1.0,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.8903501003255712,0.5426850000000002,0.0,-1.0,-1.0,0.0,,,,,,,,102
103,MONDO_0005148,direct_only,ENSG00000117707,PROX1,prospero homeobox 1,0.5498679917457073,,0.8887632740206134,,,,0.3145563843780927,-0.9423055708769994,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.923922204848473,0.9185899999999996,0.0,0.0,1.0,0.0,,,,,,,,103
104,MONDO_0005148,direct_only,ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,0.5459600970318319,,0.8821807110861564,,,,0.317643841752072,0.5706563706563708,,0.0,0.0,,0.0,0.0,0.0,,-0.6687576818622439,0.6052649999999999,0.0,-1.0,-1.0,0.0,,,,,,,,104
105,MONDO_0005148,direct_only,ENSG00000196781,TLE1,"TLE family member 1, transcriptional corepressor",0.5445058128402233,,0.8872147110209743,,,,0.1691201017179789,-0.8511858797573083,,0.0,1.0,,0.0,0.0,0.0,,-0.2122763534834562,0.8831150000000001,-0.6655850000000001,-1.0,-1.0,0.0,,,,,,,,105
106,MONDO_0005148,direct_only,ENSG00000100344,PNPLA3,"patatin like domain 3, 1-acylglycerol-3-phosphate O-acyltransferase ",0.5440304726112345,,0.8700526851617152,,,,0.4967226472505912,0.4404853833425262,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.6311498836596868,0.0,0.0,0.5,1.0,0.0,,,,,,,,106
107,MONDO_0005148,direct_only,ENSG00000134954,ETS1,"ETS proto-oncogene 1, transcription factor",0.5421696972802327,,0.8875481232867937,,,,0.0855972022479125,-0.8036403750689465,,0.0,1.0,255.0,0.0,0.0,0.0,,-0.9201767171548596,0.6804099999999998,0.0,-1.0,0.5,0.0,,,,,,,,107
108,MONDO_0005148,direct_only,ENSG00000136267,DGKB,diacylglycerol kinase beta,0.5403423139038142,,0.8766538465427418,,,,0.2433645992225363,-0.3589630446773304,,0.0,0.0,255.0,0.0,1.0,0.0,,-0.7192114282072728,0.7882950000000001,-0.0442099999999999,0.5,1.0,0.0,,,,,,,,108
109,MONDO_0005148,direct_only,ENSG00000100170,SLC5A1,solute carrier family 5 member 1,0.5403082484521671,0.8578778456882358,0.0893071890797927,,,,0.3852629308989315,-0.4285714285714286,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.7887632637820663,0.3975900000000003,-0.2545175,0.0,1.0,0.0,,,,,,,,109
110,MONDO_0005148,direct_only,ENSG00000146477,SLC22A3,solute carrier family 22 member 3,0.5384690068066272,,0.8558662751175738,,,,0.5974870691488174,0.4468836183121898,,1.0,0.0,,1.0,0.0,0.0,,-0.2546390272457713,0.3345350000000003,0.0,0.0,0.5,0.0,,,,,,,,110
111,MONDO_0005148,direct_only,ENSG00000127324,TSPAN8,tetraspanin 8,0.5377812780490349,,0.8645593171546625,,,,0.4010009967098084,-0.0959735245449531,,0.0,0.0,,0.0,0.0,0.0,,-0.374836910993182,0.0,0.0,0.0,0.5,0.0,,,,,,,,111
112,MONDO_0005148,direct_only,ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,0.5372812573743941,,0.866996111319627,,,,0.3358151925772542,-0.7324875896304468,1.0,1.0,0.0,255.0,1.0,0.0,1.0,1.0,-0.9424787278833984,0.4354849999999999,-0.17804,0.0,0.5,0.0,,,,,255.0,,,112
113,MONDO_0005148,direct_only,ENSG00000169047,IRS1,insulin receptor substrate 1,0.5364704740272,,0.4066265991362663,0.7093960330400693,,,0.8626455409682383,-0.4729178157749586,,1.0,0.0,255.0,1.0,1.0,0.0,0.05,-0.931227315054194,0.4524949999999997,0.0,0.0,-1.0,0.0,0.5911367093276001,,0.3799567485072632,0.3039653988058105,,,,113
114,MONDO_0005148,direct_only,ENSG00000266265,KLF14,KLF transcription factor 14,0.5351657174872283,,0.84433403158617,,,,0.7194587377487456,0.8084942084942084,,0.0,0.0,,0.0,0.0,0.0,,-0.2444259317739885,0.0,0.0,1.0,0.5,0.0,,,,,,,,114
115,MONDO_0005148,direct_only,ENSG00000166436,TRIM66,tripartite motif containing 66,0.5350192085853139,,0.8785461454608046,,,,0.030396539880581,-0.3840044125758411,,,,,,0.0,0.0,,-0.373462862067547,0.0589100000000002,0.0,-1.0,0.5,,,,,,,,,115
116,MONDO_0005148,direct_only,ENSG00000163635,ATXN7,ataxin 7,0.5346790323488717,,0.8747949446950328,,,,0.0942292736298012,-0.9191395477109764,,0.0,0.0,,0.0,0.0,0.0,,-0.7159828126741646,0.2152450000000002,0.0,-1.0,-1.0,0.0,,,,,,,,116
117,MONDO_0005148,direct_only,ENSG00000118971,CCND2,cyclin D2,0.5343806993553006,,0.8686771122839775,,,,0.2067712194294103,-0.8103695532266961,,1.0,0.0,,0.0,0.0,0.0,,-0.3347723320013326,0.6020749999999999,-0.0743949999999999,0.0,0.5,0.0,,,,,255.0,,,117
118,MONDO_0005148,direct_only,ENSG00000008196,TFAP2B,transcription factor AP-2 beta,0.5341457504043571,,0.8704742298716296,,,,0.1630994039983772,-0.8431329288472146,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.944397398643786,0.98913,-0.2826074999999999,0.5,0.5,0.0,,,,,,,,118
119,MONDO_0005148,direct_only,ENSG00000107249,GLIS3,GLIS family zinc finger 3,0.534016628465893,,0.8391797621528977,,,,0.7847408426901353,-0.1996690568119139,,0.0,0.0,,0.0,0.0,0.0,,-0.7064535923270051,0.2042999999999999,0.0,0.0,0.5,0.0,,,,,,,,119
120,MONDO_0005148,direct_only,ENSG00000122859,NEUROG3,neurogenin 3,0.5339829422301949,,0.8513445109164577,,,,0.2865830638610283,0.9239933811362382,,0.0,0.0,,0.0,0.0,0.0,,-0.6651988058176878,0.0,0.0,0.5,0.75,0.0,0.4129673908175742,,,,,,,120
121,MONDO_0005148,direct_only,ENSG00000159640,ACE,angiotensin I converting enzyme,0.5328334245263747,0.5483029185458813,0.7218341476018996,,,,0.7902290885792468,-0.1537782680639823,,1.0,1.0,255.0,1.0,0.0,1.0,1.0,-0.9741134275683322,0.16539,0.0,0.0,0.5,0.0,,,,,,,,121
122,MONDO_0005148,direct_only,ENSG00000149295,DRD2,dopamine receptor D2,0.5327239665050661,0.8363945687473883,0.0370630636890455,,,,0.7155557316523287,-0.8243794815223386,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.955247847655318,0.7855550000000001,0.0,0.5,0.75,0.0,,,,,,,,122
123,MONDO_0005148,direct_only,ENSG00000128833,MYO5C,myosin VC,0.5326331548272222,,0.8718940231032543,,,,0.0849414419996237,-0.1317153888582459,,0.0,0.0,,0.0,0.0,0.0,,,0.4632599999999996,0.0,0.0,-1.0,0.0,,,,,,,,123
124,MONDO_0005148,direct_only,ENSG00000072274,TFRC,transferrin receptor,0.5322680119055077,,0.8468265687494559,,,,0.5742778814798734,-0.7017098731384446,,0.0,1.0,,0.0,0.0,1.0,1.0,-0.8927789074968903,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,124
125,MONDO_0005148,direct_only,ENSG00000173175,ADCY5,adenylate cyclase 5,0.5319092568538434,,0.8555809330057839,,,,0.3873880999812384,-0.8662989520132377,,1.0,0.0,,1.0,1.0,0.0,,-0.2024466188616067,0.7739899999999998,-0.095955,0.0,0.5,0.0,,,,,,,,125
126,MONDO_0005148,direct_only,ENSG00000116678,LEPR,leptin receptor,0.5318021719110443,,0.8150641865230548,,,,0.9117310782318868,-0.581246552675124,,0.0,0.0,255.0,0.0,1.0,0.0,1.0,-0.9880593990524386,0.0,0.0,-1.0,1.0,0.0,0.6355552936762832,,,,,,,126
127,MONDO_0005148,direct_only,ENSG00000075035,WSCD2,WSC domain containing 2,0.5314203375650837,,0.8726262759059651,,,,0.030396539880581,-0.500165471594043,,0.0,0.0,,0.0,0.0,0.0,,-0.0537322466794323,0.6371699999999997,0.0,0.0,1.0,0.0,,,,,,,,127
128,MONDO_0005148,direct_only,ENSG00000152804,HHEX,hematopoietically expressed homeobox,0.5304484036343086,,0.8553956027465407,,,,0.3430348527857308,-0.4991726420297848,,0.0,0.0,,0.0,0.0,0.0,,-0.9681644973004918,,,0.0,0.5,0.0,,,,,,,,128
129,MONDO_0005148,direct_only,ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.5294348013021914,,0.8515578823939786,,,,0.3864432824297029,0.8688361831218974,,0.0,0.0,,0.0,0.0,0.0,,-0.4782224558601425,0.0942050000000001,-0.4384049999999998,0.0,0.5,0.0,,,,,,,,129
130,MONDO_0005148,direct_only,ENSG00000263001,GTF2I,general transcription factor IIi,0.5293130318717164,,0.8513779422244938,,,,0.3860360564833794,-0.9594043022614452,,0.0,0.0,,0.0,0.0,0.0,,-0.907066937379284,0.8547100000000001,0.0,-1.0,-1.0,0.0,,,,,,,,130
131,MONDO_0005148,direct_only,ENSG00000043143,JADE2,jade family PHD finger 2,0.5291320004822337,,0.8703819621592387,,,,,-0.9234418091560948,,0.0,0.0,,0.0,0.0,0.0,,-0.3045827359676156,0.5443649999999998,0.0,-1.0,-1.0,0.0,,,,,,,,131
132,MONDO_0005148,direct_only,ENSG00000154415,PPP1R3A,protein phosphatase 1 regulatory subunit 3A,0.5280839677306426,,,0.6381034817951564,,,0.5476094399525393,-0.1863210148924434,,0.0,0.0,,0.0,0.0,0.0,,-0.2377812813895452,0.0,0.0,0.5,0.75,0.0,0.5223577830611453,,0.607930797611621,0.607930797611621,,,,132
133,MONDO_0005148,direct_only,ENSG00000185950,IRS2,insulin receptor substrate 2,0.5278812051883497,,0.7300661066785202,0.4215121959173376,,,0.7236927693964071,-0.0498621070049641,,0.0,0.0,,0.0,0.0,0.0,,-0.900941345473937,0.2526150000000001,0.0,-1.0,0.5,0.0,0.3406844189815524,0.1899783742536316,,,,,,133
134,MONDO_0005148,direct_only,ENSG00000048052,HDAC9,histone deacetylase 9,0.5277411494853197,0.4255515583281347,0.7517513042080022,,,,0.4479715840909206,-0.8177606177606178,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.4838095604031475,0.6024299999999997,0.0,-1.0,-1.0,0.0,,,,,,,,134
135,MONDO_0005148,direct_only,ENSG00000153989,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,0.5272174313904163,,0.8342618523132344,,,,0.6594157813826852,-0.9667953667953668,,0.0,0.0,,0.0,1.0,0.0,,-0.5716429955725768,0.5221850000000003,,-1.0,-1.0,-1.0,,,,,,,,135
136,MONDO_0005148,direct_only,ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",0.5272052886204954,,0.8584776455530123,,,,0.1747004378974929,0.6191947049089905,,,,255.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.5,,,,,,,,,136
137,MONDO_0005148,direct_only,ENSG00000163636,PSMD6,"proteasome 26S subunit, non-ATPase 6",0.5271005855164937,,0.8599760770063857,,,,0.1412872357169994,-0.8656370656370657,,1.0,0.0,,0.0,,,1.0,,0.8971699999999998,0.0,-1.0,0.5,-1.0,,,,,,,,137
138,MONDO_0005148,direct_only,ENSG00000106113,CRHR2,corticotropin releasing hormone receptor 2,0.5266358077585966,,0.8429303759620969,,,,0.466910774208296,0.4162162162162162,,0.0,0.0,,1.0,1.0,1.0,,-0.9039626019474342,0.3308999999999997,-0.2031624999999998,0.5,1.0,0.0,,,,,,,,138
139,MONDO_0005148,direct_only,ENSG00000163638,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,0.5239445274956043,,0.8492440915141183,,,,0.25209742966058,-0.7206839492553778,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.4470300000000001,0.0,0.0,0.5,0.0,,,,,,,,139
140,MONDO_0005148,direct_only,ENSG00000169347,GP2,glycoprotein 2,0.5235291484788168,,0.8568268574943186,,,,0.0867767712246105,0.2177606177606177,,0.0,0.0,,0.0,1.0,0.0,,-0.7875169745103313,0.0,0.0,0.0,1.0,0.0,,,,,,,,140
141,MONDO_0005148,direct_only,ENSG00000064655,EYA2,EYA transcriptional coactivator and phosphatase 2,0.521973230073164,,0.8540932866000245,,,,0.0902608364787253,-0.5087699944842802,,1.0,0.0,,1.0,0.0,0.0,,-0.0815482860506552,0.3959099999999999,-0.1310400000000001,0.0,0.5,0.0,,,,,,,,141
142,MONDO_0005148,direct_only,ENSG00000164938,TP53INP1,tumor protein p53 inducible nuclear protein 1,0.5216327041490355,,0.8443268193053619,,,,0.2743873966119433,-0.1159404302261445,,0.0,0.0,,0.0,0.0,0.0,,-0.8439673621637191,0.3541649999999997,0.0,-1.0,0.5,0.0,,,,,,,,142
143,MONDO_0005148,direct_only,ENSG00000110092,CCND1,cyclin D1,0.5214597705221845,,0.8504528806510903,,,,0.1461769160017118,-0.5568670711527854,,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.7587213577331899,0.6949150000000003,-0.0423724999999999,-1.0,-1.0,0.0,,,,,255.0,,,143
144,MONDO_0005148,direct_only,ENSG00000167772,ANGPTL4,angiopoietin like 4,0.5211404168208172,,0.758823267470403,,,,0.8708469577044405,0.671042471042471,,0.0,0.0,,0.0,0.0,1.0,,-0.9251966474059442,0.0,0.0,0.0,0.5,0.0,,0.3162439671035467,,,,,,144
145,MONDO_0005148,direct_only,ENSG00000254647,INS,insulin,0.5204439612077267,,0.7665724519206191,0.2445232763726742,,,0.9970306007912216,0.3816878102592389,,0.0,0.0,,0.0,0.0,1.0,,-0.9660070986680186,0.0909100000000002,0.0,0.0,1.0,0.0,0.4985032540415292,,,,,,,145
146,MONDO_0005148,direct_only,ENSG00000139146,SINHCAF,SIN3-HDAC complex associated factor,0.5198724970873673,,0.8519591454900357,,,,0.0638327337492202,-0.7789299503585217,,0.0,0.0,,0.0,0.0,0.0,,-0.9074946719266724,0.88688,,-1.0,-1.0,0.0,,,,,,,,146
147,MONDO_0005148,direct_only,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2,0.5181931918296891,,0.8401159485728241,,,,0.2454500794129836,-0.3622724765581908,,0.0,0.0,,0.0,0.0,0.0,,-0.258056870326421,0.60443,0.0,0.0,0.5,0.0,,,,,,,,147
148,MONDO_0005148,direct_only,ENSG00000069696,DRD4,dopamine receptor D4,0.5180308300959765,0.836225699081385,0.0508987347085794,,,,0.1426948677727277,0.980584666298952,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.2715713874126704,0.0,0.0,0.0,-1.0,0.0,,,,,,,,148
149,MONDO_0005148,direct_only,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1,0.5167269113948989,,0.8319907353046502,,,,0.359715945256291,-0.9446221731936018,,0.0,0.0,,0.0,0.0,0.0,,-0.9055760362408212,0.9015949999999996,0.0,-1.0,-1.0,0.0,,,,,,,,149
150,MONDO_0005148,direct_only,ENSG00000079739,PGM1,phosphoglucomutase 1,0.5166524391459913,,0.8433344438475804,,,,0.1303917505068056,0.3745173745173744,,0.0,0.0,,0.0,0.0,0.0,,-0.8194790501332191,0.8665500000000002,-0.1325624999999998,-1.0,0.75,0.0,,,,,,,,150
151,MONDO_0005148,direct_only,ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,0.5161195131926097,,0.8181474648935053,,,,0.6165988750564669,0.9997793712079426,,1.0,0.0,,1.0,0.0,0.0,,-0.8804406422285638,0.0,0.0,0.0,-1.0,0.0,,,,,255.0,,,151
152,MONDO_0005148,direct_only,ENSG00000110436,SLC1A2,solute carrier family 1 member 2,0.5158185784891185,,0.814895737168943,,,,0.6717331348209609,-0.6095973524544953,1.0,1.0,0.0,,1.0,1.0,0.0,,-0.761689760389544,0.7560949999999999,0.0,0.0,1.0,0.0,,,,,,,,152
153,MONDO_0005148,direct_only,ENSG00000112787,FBRSL1,fibrosin like 1,0.5155723964552542,,0.8459496853660091,,,,0.0425551558328134,-0.1485934914506342,,0.0,0.0,,0.0,1.0,0.0,,-0.7041110303235032,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,153
154,MONDO_0005148,direct_only,ENSG00000140382,HMG20A,high mobility group 20A,0.5154755117939191,,0.8147726243857047,,,,0.6629090172160311,-0.5917264202978489,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7982700000000001,0.0,-1.0,-1.0,0.0,,,,,,,,154
155,MONDO_0005148,direct_only,ENSG00000140836,ZFHX3,zinc finger homeobox 3,0.515357963947657,,0.8469648044681631,,,,0.0151982699402905,-0.9627137341423057,,0.0,0.0,,0.0,0.0,0.0,,-0.8181738194964627,0.7380499999999998,0.0,0.0,-1.0,0.0,,,,,255.0,,,155
156,MONDO_0005148,direct_only,ENSG00000165066,NKX6-3,NK6 homeobox 3,0.5153550313998617,,0.8400059768890352,,,,0.1427708591224291,0.4428019856591285,,0.0,0.0,,0.0,0.0,0.0,,-0.0428919281931247,0.6981149999999999,0.0,0.5,0.75,0.0,,,,,,0.025891843570881,,156
157,MONDO_0005148,direct_only,ENSG00000004948,CALCR,calcitonin receptor,0.5149380147119005,0.5582045397171849,0.7025057847989615,,,,0.2239656134466874,0.1312741312741312,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.5333810177972056,0.0,0.0,0.5,0.5,0.0,,,,,,,,157
158,MONDO_0005148,direct_only,ENSG00000127870,RNF6,ring finger protein 6,0.5147768202642384,,0.8297678271091216,,,,0.3400190724974997,-0.565361279646994,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,158
159,MONDO_0005148,direct_only,ENSG00000153094,BCL2L11,BCL2 like 11,0.5147000385831212,,0.8421032270287262,,,,0.0907850734020739,0.4271373414230557,0.0,1.0,0.0,255.0,1.0,0.0,0.0,,-0.8714964556103318,0.3434350000000002,0.0,-1.0,-1.0,0.0,,,,,,,,159
160,MONDO_0005148,direct_only,ENSG00000183508,TENT5C,terminal nucleotidyltransferase 5C,0.5146248614059772,,0.8449989929568352,,,,0.030396539880581,-0.7416436845008274,,0.0,0.0,,0.0,0.0,0.0,,-0.1073709783895626,0.7953949999999999,-0.2966750000000001,0.0,0.5,0.0,,,,,255.0,,,160
161,MONDO_0005148,direct_only,ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,0.5144738621824732,,0.8298286683018455,,,,0.3288353878438823,-0.8327633756205185,,0.0,0.0,255.0,0.0,0.0,0.0,,0.0,0.446255,0.0,0.0,-1.0,0.0,,,,,,,,161
162,MONDO_0005148,direct_only,ENSG00000146374,RSPO3,R-spondin 3,0.5143337535926247,,0.8293239836391241,,,,0.3343197212698907,-0.3654715940430226,,0.0,0.0,,0.0,0.0,1.0,0.1,,0.46691,0.0,0.0,0.5,0.0,,,,,,,,162
163,MONDO_0005148,direct_only,ENSG00000148655,LRMDA,leucine rich melanocyte differentiation associated,0.5142727359602486,,0.845939600330618,,,,,-0.0194153337010479,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4247799999999998,0.0,-1.0,0.5,0.0,,,,,,,,163
164,MONDO_0005148,direct_only,ENSG00000124782,RREB1,ras responsive element binding protein 1,0.513973696256256,,0.8331536065207857,,,,0.2458819240755342,-0.8316602316602316,,0.0,0.0,,0.0,0.0,0.0,,-0.9022341394352056,0.0413299999999999,0.0,-1.0,-1.0,0.0,,,,,,,,164
165,MONDO_0005148,direct_only,ENSG00000011523,CEP68,centrosomal protein 68,0.5138477066320691,,0.8382133703829987,,,,0.1405417795311865,-0.5359073359073359,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.3596166767399958,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,165
166,MONDO_0005148,direct_only,ENSG00000221955,SLC12A8,solute carrier family 12 member 8,0.5134407769491208,,0.8428232898874077,,,,0.0349560208626682,0.2401544401544402,,0.0,0.0,255.0,0.0,0.0,0.0,,,0.0055999999999997,0.0,0.0,0.5,0.0,,,,,,,,166
167,MONDO_0005148,direct_only,ENSG00000140718,FTO,FTO alpha-ketoglutarate dependent dioxygenase,0.513105223781544,,0.7973130644369548,,,,0.9341213402503054,-0.0754550468836182,0.0,1.0,0.0,255.0,1.0,0.0,0.0,0.2,-0.8262947941699844,0.2772300000000001,,-1.0,-1.0,0.0,,,,,,,,167
168,MONDO_0005148,direct_only,ENSG00000151577,DRD3,dopamine receptor D3,0.5118475665241627,0.836225699081385,,,,,0.1144936335501886,-0.5631549917264203,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.8626893612067676,0.5125,0.0,1.0,1.0,0.0,,,,,,,,168
