rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP
93,MONDO_0005148,direct_only,ENSG00000149948,HMGA2,high mobility group AT-hook 2,0.5589164032811953,,0.9127971605748504,,,,0.13155765133183073,0.7869829012686156,,0,0,,0,0,0,,-0.7207012587769651,0.7706400000000002,,0.5,0.5,0,,,,,,,
94,MONDO_0005148,direct_only,ENSG00000168928,CTRB2,chymotrypsinogen B2,0.5588798034942782,,0.9109444492391069,,,,0.1674078006398364,0.3437396580253722,,1,0,,1,0,1,,-0.029181098548593243,0.25855499999999976,-0.8954374999999999,0,1,0,,,,,,,
95,MONDO_0005148,direct_only,ENSG00000133116,KL,klotho,0.5587488336100863,,0.8747840762062838,,,,0.8863065510053727,-0.08935466078323218,,0,0,,0,1,1,,-0.9761000952536092,0.2934800000000003,0,0,0.75,0,,,,,,,
96,MONDO_0005148,direct_only,ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,0.5583151726855395,0.12158615952232422,0.8830769454182024,,,,0.2210660624748911,-0.1473800330943188,1,1,0,,1,1,1,1,0,0.5074800000000004,-0.005610000000000071,0,0.5,0,,,,,255,,
97,MONDO_0005148,direct_only,ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,0.5578368147774324,,0.8822967863598667,,,,0.706048313387779,-0.8671814671814672,,0,0,,0,0,0,,-0.8672730249871188,0.7328899999999997,-0.13188749999999985,0,-1,0,,,,,,,
98,MONDO_0005148,direct_only,ENSG00000166035,LIPC,"lipase C, hepatic type",0.5574199764348928,,0.5397234129148354,0.7344776028547112,0.3799567485072632,,0.4230129618703416,0.23452840595697744,,1,0,255,1,0,1,,-0.25316295460357463,0,0,0.5,1,0,,,,,,,
99,MONDO_0005148,direct_only,ENSG00000154122,ANKH,ANKH inorganic pyrophosphate transport regulator,0.5537890199191281,,0.9069534518604627,,,,0.07974869977002445,-0.7275234418091561,,0,0,,0,0,0,,-0.8048619447622731,0.9186999999999997,,-1,-1,0,,,,,,,
100,MONDO_0005148,direct_only,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,0.552572485135312,,0.8884231010062399,,,,0.4103335699721201,-0.6466629895201323,,1,0,,1,1,0,,-0.6663236260226635,0.491845,0,0,0.5,0,,,,,,,
101,MONDO_0005148,direct_only,ENSG00000115290,GRB14,growth factor receptor bound protein 14,0.5520420897263872,,0.8648778036637831,,,,0.23372283677507677,-0.05063430777716493,,0,0,,0,0,0,,-0.665999927544755,0.2870350000000002,0,0,0.5,0,,0.15198269940290526,,,,,
102,MONDO_0005148,direct_only,ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,0.5507703839589632,0.8762911455413431,,,,,0.5936862873508182,-0.9105350248207391,1,1,0,255,1,0,0,1,-0.8903501003255712,0.5426850000000002,0,-1,-1,0,,,,,,,
103,MONDO_0005148,direct_only,ENSG00000117707,PROX1,prospero homeobox 1,0.5498679917457073,,0.8887632740206134,,,,0.3145563843780927,-0.9423055708769994,,0,0,255,0,0,0,,-0.923922204848473,0.9185899999999997,0,0,1,0,,,,,,,
104,MONDO_0005148,direct_only,ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,0.5459600970318319,,0.8821807110861564,,,,0.317643841752072,0.5706563706563708,,0,0,,0,0,0,,-0.6687576818622439,0.6052649999999999,0,-1,-1,0,,,,,,,
105,MONDO_0005148,direct_only,ENSG00000196781,TLE1,"TLE family member 1, transcriptional corepressor",0.5445058128402233,,0.8872147110209743,,,,0.1691201017179789,-0.8511858797573083,,0,1,,0,0,0,,-0.21227635348345625,0.8831150000000001,-0.6655850000000001,-1,-1,0,,,,,,,
106,MONDO_0005148,direct_only,ENSG00000100344,PNPLA3,"patatin like domain 3, 1-acylglycerol-3-phosphate O-acyltransferase ",0.5440304726112345,,0.8700526851617152,,,,0.49672264725059123,0.4404853833425262,,0,0,255,0,0,0,,-0.6311498836596868,0,0,0.5,1,0,,,,,,,
107,MONDO_0005148,direct_only,ENSG00000134954,ETS1,"ETS proto-oncogene 1, transcription factor",0.5421696972802327,,0.8875481232867937,,,,0.08559720224791252,-0.8036403750689465,,0,1,255,0,0,0,,-0.9201767171548597,0.6804099999999998,0,-1,0.5,0,,,,,,,
108,MONDO_0005148,direct_only,ENSG00000136267,DGKB,diacylglycerol kinase beta,0.5403423139038142,,0.8766538465427418,,,,0.24336459922253634,-0.3589630446773304,,0,0,255,0,1,0,,-0.7192114282072728,0.7882950000000001,-0.04420999999999999,0.5,1,0,,,,,,,
109,MONDO_0005148,direct_only,ENSG00000100170,SLC5A1,solute carrier family 5 member 1,0.5403082484521671,0.8578778456882358,0.08930718907979272,,,,0.3852629308989315,-0.4285714285714286,0,1,0,,1,1,0,1,-0.7887632637820663,0.3975900000000003,-0.25451750000000006,0,1,0,,,,,,,
110,MONDO_0005148,direct_only,ENSG00000146477,SLC22A3,solute carrier family 22 member 3,0.5384690068066272,,0.8558662751175738,,,,0.5974870691488174,0.4468836183121898,,1,0,,1,0,0,,-0.2546390272457713,0.33453500000000036,0,0,0.5,0,,,,,,,
111,MONDO_0005148,direct_only,ENSG00000127324,TSPAN8,tetraspanin 8,0.5377812780490349,,0.8645593171546625,,,,0.4010009967098084,-0.09597352454495311,,0,0,,0,0,0,,-0.37483691099318206,0,0,0,0.5,0,,,,,,,
112,MONDO_0005148,direct_only,ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,0.5372812573743941,,0.866996111319627,,,,0.33581519257725423,-0.7324875896304468,1,1,0,255,1,0,1,1,-0.9424787278833985,0.4354849999999999,-0.17804000000000003,0,0.5,0,,,,,255,,
113,MONDO_0005148,direct_only,ENSG00000169047,IRS1,insulin receptor substrate 1,0.5364704740272,,0.40662659913626636,0.7093960330400693,,,0.8626455409682383,-0.4729178157749586,,1,0,255,1,1,0,0.05,-0.9312273150541941,0.4524949999999997,0,0,-1,0,0.5911367093276001,,0.3799567485072632,0.3039653988058105,,,
114,MONDO_0005148,direct_only,ENSG00000266265,KLF14,KLF transcription factor 14,0.5351657174872283,,0.84433403158617,,,,0.7194587377487456,0.8084942084942084,,0,0,,0,0,0,,-0.24442593177398858,0,0,1,0.5,0,,,,,,,
115,MONDO_0005148,direct_only,ENSG00000166436,TRIM66,tripartite motif containing 66,0.5350192085853139,,0.8785461454608046,,,,0.030396539880581056,-0.38400441257584117,,,,,,0,0,,-0.37346286206754703,0.0589100000000002,0,-1,0.5,,,,,,,,
116,MONDO_0005148,direct_only,ENSG00000163635,ATXN7,ataxin 7,0.5346790323488717,,0.8747949446950328,,,,0.09422927362980127,-0.9191395477109763,,0,0,,0,0,0,,-0.7159828126741646,0.2152450000000002,0,-1,-1,0,,,,,,,
117,MONDO_0005148,direct_only,ENSG00000118971,CCND2,cyclin D2,0.5343806993553006,,0.8686771122839775,,,,0.20677121942941035,-0.8103695532266961,,1,0,,0,0,0,,-0.33477233200133266,0.6020749999999999,-0.07439499999999999,0,0.5,0,,,,,255,,
118,MONDO_0005148,direct_only,ENSG00000008196,TFAP2B,transcription factor AP-2 beta,0.5341457504043571,,0.8704742298716296,,,,0.16309940399837725,-0.8431329288472146,,0,0,255,0,0,0,,-0.9443973986437859,0.9891300000000001,-0.28260749999999996,0.5,0.5,0,,,,,,,
119,MONDO_0005148,direct_only,ENSG00000107249,GLIS3,GLIS family zinc finger 3,0.534016628465893,,0.8391797621528977,,,,0.7847408426901353,-0.19966905681191394,,0,0,,0,0,0,,-0.7064535923270051,0.20429999999999993,0,0,0.5,0,,,,,,,
120,MONDO_0005148,direct_only,ENSG00000122859,NEUROG3,neurogenin 3,0.5339829422301949,,0.8513445109164577,,,,0.28658306386102833,0.9239933811362382,,0,0,,0,0,0,,-0.6651988058176878,0,0,0.5,0.75,0,0.4129673908175742,,,,,,
121,MONDO_0005148,direct_only,ENSG00000159640,ACE,angiotensin I converting enzyme,0.5328334245263747,0.5483029185458813,0.7218341476018996,,,,0.7902290885792468,-0.15377826806398232,,1,1,255,1,0,1,1,-0.9741134275683322,0.16539,0,0,0.5,0,,,,,,,
122,MONDO_0005148,direct_only,ENSG00000149295,DRD2,dopamine receptor D2,0.5327239665050661,0.8363945687473883,0.03706306368904555,,,,0.7155557316523287,-0.8243794815223386,1,1,0,255,1,1,0,1,-0.955247847655318,0.7855550000000001,0,0.5,0.75,0,,,,,,,
123,MONDO_0005148,direct_only,ENSG00000128833,MYO5C,myosin VC,0.5326331548272222,,0.8718940231032543,,,,0.08494144199962372,-0.13171538885824596,,0,0,,0,0,0,,,0.46325999999999967,0,0,-1,0,,,,,,,
124,MONDO_0005148,direct_only,ENSG00000072274,TFRC,transferrin receptor,0.5322680119055077,,0.8468265687494559,,,,0.5742778814798734,-0.7017098731384446,,0,1,,0,0,1,1,-0.8927789074968903,0,0,-1,-1,0,,,,,,,
125,MONDO_0005148,direct_only,ENSG00000173175,ADCY5,adenylate cyclase 5,0.5319092568538434,,0.8555809330057839,,,,0.3873880999812384,-0.8662989520132377,,1,0,,1,1,0,,-0.2024466188616067,0.7739899999999998,-0.09595500000000001,0,0.5,0,,,,,,,
126,MONDO_0005148,direct_only,ENSG00000116678,LEPR,leptin receptor,0.5318021719110443,,0.8150641865230548,,,,0.9117310782318869,-0.581246552675124,,0,0,255,0,1,0,1,-0.9880593990524386,0,0,-1,1,0,0.6355552936762832,,,,,,
127,MONDO_0005148,direct_only,ENSG00000075035,WSCD2,WSC domain containing 2,0.5314203375650837,,0.8726262759059651,,,,0.030396539880581056,-0.500165471594043,,0,0,,0,0,0,,-0.05373224667943238,0.6371699999999997,0,0,1,0,,,,,,,
128,MONDO_0005148,direct_only,ENSG00000152804,HHEX,hematopoietically expressed homeobox,0.5304484036343086,,0.8553956027465407,,,,0.3430348527857308,-0.49917264202978484,,0,0,,0,0,0,,-0.9681644973004918,,,0,0.5,0,,,,,,,
129,MONDO_0005148,direct_only,ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.5294348013021914,,0.8515578823939786,,,,0.3864432824297029,0.8688361831218974,,0,0,,0,0,0,,-0.4782224558601425,0.09420500000000018,-0.4384049999999998,0,0.5,0,,,,,,,
130,MONDO_0005148,direct_only,ENSG00000263001,GTF2I,general transcription factor IIi,0.5293130318717164,,0.8513779422244938,,,,0.3860360564833794,-0.9594043022614451,,0,0,,0,0,0,,-0.9070669373792841,0.8547100000000001,0,-1,-1,0,,,,,,,
131,MONDO_0005148,direct_only,ENSG00000043143,JADE2,jade family PHD finger 2,0.5291320004822337,,0.8703819621592387,,,,,-0.9234418091560949,,0,0,,0,0,0,,-0.30458273596761565,0.5443649999999998,0,-1,-1,0,,,,,,,
132,MONDO_0005148,direct_only,ENSG00000154415,PPP1R3A,protein phosphatase 1 regulatory subunit 3A,0.5280839677306426,,,0.6381034817951564,,,0.5476094399525393,-0.18632101489244346,,0,0,,0,0,0,,-0.23778128138954524,0,0,0.5,0.75,0,0.5223577830611453,,0.607930797611621,0.607930797611621,,,
133,MONDO_0005148,direct_only,ENSG00000185950,IRS2,insulin receptor substrate 2,0.5278812051883497,,0.7300661066785202,0.4215121959173376,,,0.7236927693964071,-0.049862107004964185,,0,0,,0,0,0,,-0.900941345473937,0.25261500000000014,0,-1,0.5,0,0.34068441898155244,0.1899783742536316,,,,,
134,MONDO_0005148,direct_only,ENSG00000048052,HDAC9,histone deacetylase 9,0.5277411494853197,0.42555155832813474,0.7517513042080022,,,,0.4479715840909206,-0.8177606177606178,,1,0,,1,0,0,1,-0.48380956040314754,0.6024299999999997,0,-1,-1,0,,,,,,,
135,MONDO_0005148,direct_only,ENSG00000153989,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,0.5272174313904163,,0.8342618523132344,,,,0.6594157813826852,-0.9667953667953668,,0,0,,0,1,0,,-0.5716429955725768,0.5221850000000003,,-1,-1,-1,,,,,,,
136,MONDO_0005148,direct_only,ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",0.5272052886204954,,0.8584776455530123,,,,0.17470043789749298,0.6191947049089905,,,,255,,0,1,,0,0,0,0,0.5,,,,,,,,
137,MONDO_0005148,direct_only,ENSG00000163636,PSMD6,"proteasome 26S subunit, non-ATPase 6",0.5271005855164937,,0.8599760770063857,,,,0.1412872357169994,-0.8656370656370657,,1,0,,0,,,1,,0.8971699999999998,0,-1,0.5,-1,,,,,,,
138,MONDO_0005148,direct_only,ENSG00000106113,CRHR2,corticotropin releasing hormone receptor 2,0.5266358077585966,,0.8429303759620969,,,,0.466910774208296,0.4162162162162162,,0,0,,1,1,1,,-0.9039626019474342,0.33089999999999975,-0.20316249999999983,0.5,1,0,,,,,,,
139,MONDO_0005148,direct_only,ENSG00000163638,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,0.5239445274956043,,0.8492440915141183,,,,0.25209742966058,-0.7206839492553778,,0,0,,0,0,1,,0,0.44703000000000015,0,0,0.5,0,,,,,,,
140,MONDO_0005148,direct_only,ENSG00000169347,GP2,glycoprotein 2,0.5235291484788168,,0.8568268574943186,,,,0.08677677122461054,0.21776061776061773,,0,0,,0,1,0,,-0.7875169745103313,0,0,0,1,0,,,,,,,
141,MONDO_0005148,direct_only,ENSG00000064655,EYA2,EYA transcriptional coactivator and phosphatase 2,0.521973230073164,,0.8540932866000245,,,,0.09026083647872539,-0.5087699944842802,,1,0,,1,0,0,,-0.08154828605065528,0.39590999999999993,-0.13104000000000013,0,0.5,0,,,,,,,
142,MONDO_0005148,direct_only,ENSG00000164938,TP53INP1,tumor protein p53 inducible nuclear protein 1,0.5216327041490355,,0.8443268193053619,,,,0.2743873966119433,-0.11594043022614453,,0,0,,0,0,0,,-0.8439673621637191,0.35416499999999973,0,-1,0.5,0,,,,,,,
143,MONDO_0005148,direct_only,ENSG00000110092,CCND1,cyclin D1,0.5214597705221845,,0.8504528806510903,,,,0.1461769160017118,-0.5568670711527854,,1,0,255,1,0,0,1,-0.7587213577331899,0.6949150000000003,-0.042372499999999924,-1,-1,0,,,,,255,,
144,MONDO_0005148,direct_only,ENSG00000167772,ANGPTL4,angiopoietin like 4,0.5211404168208172,,0.758823267470403,,,,0.8708469577044405,0.671042471042471,,0,0,,0,0,1,,-0.9251966474059442,0,0,0,0.5,0,,0.3162439671035467,,,,,
145,MONDO_0005148,direct_only,ENSG00000254647,INS,insulin,0.5204439612077267,,0.7665724519206191,0.24452327637267426,,,0.9970306007912215,0.3816878102592389,,0,0,,0,0,1,,-0.9660070986680186,0.09091000000000023,0,0,1,0,0.49850325404152923,,,,,,
146,MONDO_0005148,direct_only,ENSG00000139146,SINHCAF,SIN3-HDAC complex associated factor,0.5198724970873673,,0.8519591454900357,,,,0.06383273374922022,-0.7789299503585217,,0,0,,0,0,0,,-0.9074946719266724,0.88688,,-1,-1,0,,,,,,,
147,MONDO_0005148,direct_only,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2,0.5181931918296891,,0.8401159485728241,,,,0.2454500794129836,-0.36227247655819084,,0,0,,0,0,0,,-0.25805687032642105,0.60443,0,0,0.5,0,,,,,,,
148,MONDO_0005148,direct_only,ENSG00000069696,DRD4,dopamine receptor D4,0.5180308300959765,0.836225699081385,0.05089873470857943,,,,0.14269486777272772,0.9805846662989519,1,1,0,255,1,1,0,1,-0.27157138741267045,0,0,0,-1,0,,,,,,,
149,MONDO_0005148,direct_only,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1,0.5167269113948989,,0.8319907353046502,,,,0.359715945256291,-0.9446221731936018,,0,0,,0,0,0,,-0.9055760362408211,0.9015949999999997,0,-1,-1,0,,,,,,,
150,MONDO_0005148,direct_only,ENSG00000079739,PGM1,phosphoglucomutase 1,0.5166524391459913,,0.8433344438475804,,,,0.13039175050680563,0.37451737451737444,,0,0,,0,0,0,,-0.8194790501332191,0.8665500000000002,-0.13256249999999986,-1,0.75,0,,,,,,,
151,MONDO_0005148,direct_only,ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,0.5161195131926097,,0.8181474648935053,,,,0.6165988750564669,0.9997793712079426,,1,0,,1,0,0,,-0.8804406422285638,0,0,0,-1,0,,,,,255,,
152,MONDO_0005148,direct_only,ENSG00000110436,SLC1A2,solute carrier family 1 member 2,0.5158185784891185,,0.814895737168943,,,,0.6717331348209609,-0.6095973524544953,1,1,0,,1,1,0,,-0.761689760389544,0.7560949999999999,0,0,1,0,,,,,,,
153,MONDO_0005148,direct_only,ENSG00000112787,FBRSL1,fibrosin like 1,0.5155723964552542,,0.8459496853660091,,,,0.04255515583281348,-0.14859349145063427,,0,0,,0,1,0,,-0.7041110303235032,0,0,-1,-1,0,,,,,,,
154,MONDO_0005148,direct_only,ENSG00000140382,HMG20A,high mobility group 20A,0.5154755117939191,,0.8147726243857047,,,,0.6629090172160311,-0.5917264202978489,,0,0,,0,0,0,,0,0.7982700000000001,0,-1,-1,0,,,,,,,
155,MONDO_0005148,direct_only,ENSG00000140836,ZFHX3,zinc finger homeobox 3,0.515357963947657,,0.8469648044681631,,,,0.015198269940290528,-0.9627137341423055,,0,0,,0,0,0,,-0.8181738194964627,0.7380499999999998,0,0,-1,0,,,,,255,,
156,MONDO_0005148,direct_only,ENSG00000165066,NKX6-3,NK6 homeobox 3,0.5153550313998617,,0.8400059768890352,,,,0.14277085912242918,0.44280198565912854,,0,0,,0,0,0,,-0.04289192819312476,0.6981149999999999,0,0.5,0.75,0,,,,,,0.025891843570881,
157,MONDO_0005148,direct_only,ENSG00000004948,CALCR,calcitonin receptor,0.5149380147119005,0.5582045397171849,0.7025057847989615,,,,0.2239656134466874,0.13127413127413123,,1,0,,1,0,0,1,-0.5333810177972056,0,0,0.5,0.5,0,,,,,,,
158,MONDO_0005148,direct_only,ENSG00000127870,RNF6,ring finger protein 6,0.5147768202642384,,0.8297678271091216,,,,0.3400190724974997,-0.565361279646994,,0,0,,0,0,0,,0,0,0,-1,-1,0,,,,,,,
159,MONDO_0005148,direct_only,ENSG00000153094,BCL2L11,BCL2 like 11,0.5147000385831212,,0.8421032270287262,,,,0.09078507340207399,0.4271373414230557,0,1,0,255,1,0,0,,-0.8714964556103318,0.3434350000000002,0,-1,-1,0,,,,,,,
160,MONDO_0005148,direct_only,ENSG00000183508,TENT5C,terminal nucleotidyltransferase 5C,0.5146248614059772,,0.8449989929568352,,,,0.030396539880581056,-0.7416436845008274,,0,0,,0,0,0,,-0.10737097838956267,0.7953949999999999,-0.29667500000000013,0,0.5,0,,,,,255,,
161,MONDO_0005148,direct_only,ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,0.5144738621824732,,0.8298286683018455,,,,0.3288353878438823,-0.8327633756205185,,0,0,255,0,0,0,,0,0.446255,0,0,-1,0,,,,,,,
162,MONDO_0005148,direct_only,ENSG00000146374,RSPO3,R-spondin 3,0.5143337535926247,,0.8293239836391241,,,,0.33431972126989074,-0.36547159404302265,,0,0,,0,0,1,0.1,,0.46691000000000005,0,0,0.5,0,,,,,,,
163,MONDO_0005148,direct_only,ENSG00000148655,LRMDA,leucine rich melanocyte differentiation associated,0.5142727359602486,,0.845939600330618,,,,,-0.019415333701047977,,0,0,,0,0,0,,0,0.4247799999999998,0,-1,0.5,0,,,,,,,
164,MONDO_0005148,direct_only,ENSG00000124782,RREB1,ras responsive element binding protein 1,0.513973696256256,,0.8331536065207857,,,,0.24588192407553427,-0.8316602316602316,,0,0,,0,0,0,,-0.9022341394352057,0.04132999999999996,0,-1,-1,0,,,,,,,
165,MONDO_0005148,direct_only,ENSG00000011523,CEP68,centrosomal protein 68,0.5138477066320691,,0.8382133703829987,,,,0.14054177953118657,-0.5359073359073359,,0,0,255,0,0,0,,-0.3596166767399958,0,0,-1,-1,0,,,,,,,
166,MONDO_0005148,direct_only,ENSG00000221955,SLC12A8,solute carrier family 12 member 8,0.5134407769491208,,0.8428232898874077,,,,0.03495602086266821,0.2401544401544402,,0,0,255,0,0,0,,,0.005599999999999739,0,0,0.5,0,,,,,,,
167,MONDO_0005148,direct_only,ENSG00000140718,FTO,FTO alpha-ketoglutarate dependent dioxygenase,0.513105223781544,,0.7973130644369548,,,,0.9341213402503054,-0.07545504688361826,0,1,0,255,1,0,0,0.2,-0.8262947941699844,0.27723000000000014,,-1,-1,0,,,,,,,
168,MONDO_0005148,direct_only,ENSG00000151577,DRD3,dopamine receptor D3,0.5118475665241627,0.836225699081385,,,,,0.11449363355018863,-0.5631549917264203,1,1,0,255,1,1,0,1,-0.8626893612067676,0.5125,0,1,1,0,,,,,,,
169,MONDO_0005148,direct_only,ENSG00000160360,GPSM1,G protein signaling modulator 1,0.5115134564107016,,0.8289052495931619,,,,0.24991090798212012,0.01731936017650293,,0,0,,0,0,0,,-0.7508943034588406,0.4814799999999998,0,0,0.5,0,,,,,,,
170,MONDO_0005148,direct_only,ENSG00000178409,BEND3,BEN domain containing 3,0.5108726554937575,,0.8403467261418963,,,,,-0.8550468836183122,,0,0,,0,0,0,,0,0.5410649999999997,,0.5,-1,0,,,,,,,
171,MONDO_0005148,direct_only,ENSG00000166603,MC4R,melanocortin 4 receptor,0.510763747036683,,0.7974667080095817,,,,0.8540174398036801,0.5513513513513513,1,1,0,255,1,1,0,1,-0.9240067821518574,0.6987949999999998,-0.013555000000000029,0.5,0.75,0,,,,,,,
172,MONDO_0005148,direct_only,ENSG00000213949,ITGA1,integrin subunit alpha 1,0.5103800749495139,,0.8077558780561201,,,,0.6356118098732787,-0.33237727523441807,,1,0,,1,0,0,,-0.26528203441548576,0.3808300000000003,0,0,-1,0,,,,,,,
173,MONDO_0005148,direct_only,ENSG00000176697,BDNF,brain derived neurotrophic factor,0.5103740850947738,,0.791819069333913,,,,0.9541509271930373,-0.9355763927192499,,0,0,255,1,0,1,,-0.8849201471761644,0.8785400000000003,0,0.5,0.5,0,,,,,,,
174,MONDO_0005148,direct_only,ENSG00000006468,ETV1,ETS variant transcription factor 1,0.509757901465538,,0.8354818299074482,,,,0.06062421009515888,-0.4920022062879206,,0,0,,0,0,0,,-0.6121941561145569,0.8951799999999999,-0.09853249999999995,0,0.5,0,,,,,,,
175,MONDO_0005148,direct_only,ENSG00000173517,PEAK1,pseudopodium enriched atypical kinase 1,0.5080681892268507,,0.8265513039957315,,,,0.18364576177851052,-0.6642029784886927,,1,0,,1,0,0,,-0.8189484219659445,0.29266999999999965,0,-1,-1,0,,,,,,,
176,MONDO_0005148,direct_only,ENSG00000124780,KCNK17,potassium two pore domain channel subfamily K member 17,0.5078264844236324,,0.832290019436225,,,,0.06091973201066453,0.7280750137892995,,0,0,,1,1,0,,,,0,0,0.5,0,,,,,,,
177,MONDO_0005148,direct_only,ENSG00000186635,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",0.5071680474403286,,0.8104490158988877,,,,0.4760782259499647,-0.6059569773855489,,0,0,,0,1,0,,-0.1606405871069294,0.5241399999999998,0,-1,-1,0,,,,,,,
178,MONDO_0005148,direct_only,ENSG00000150347,ARID5B,AT-rich interaction domain 5B,0.5068529476363187,,0.8053906828549835,,,,0.5668785818062363,-0.9503585217870932,,0,0,255,0,1,0,,-0.866708459440931,0.402355,0,-1,0.5,0,,,,,,,
179,MONDO_0005148,direct_only,ENSG00000095981,KCNK16,potassium two pore domain channel subfamily K member 16,0.5063347248899892,,0.8143063562378209,,,,0.37151637280045496,0.6585769442912299,,0,0,,0,0,0,,-0.05901705023956677,0.3707500000000003,0,0.5,0.75,0,,,,,,,
180,MONDO_0005148,direct_only,ENSG00000091844,RGS17,regulator of G protein signaling 17,0.5057855423882422,,0.826756516942451,,,,0.10444588842299656,-0.4255929398786542,,1,0,,1,0,0,,,0.5952399999999998,-0.08333250000000003,0.5,0.5,0,,,,,,,
181,MONDO_0005148,direct_only,ENSG00000158321,AUTS2,activator of transcription and developmental regulator AUTS2,0.5055294310058717,,0.8303416659917096,,,,0.024317231904464845,-0.9360176503033646,,0,0,,0,1,0,,-0.7690601188826984,0.6664000000000001,0,-1,-1,0,,,,,,,
182,MONDO_0005148,direct_only,ENSG00000171791,BCL2,BCL2 apoptosis regulator,0.5045053531339904,,0.7942767789626198,,,,0.7119243657295513,-0.8292333149476007,1,1,0,255,1,0,0,1,-0.9497078109013426,0.5188299999999998,0,-1,-1,0,,,,,,,
183,MONDO_0005148,direct_only,ENSG00000153815,CMIP,c-Maf inducing protein,0.5039938572353369,,0.8109892941960736,,,,0.36084662278417634,-0.9631549917264203,,0,0,,0,0,0,,,0.9223799999999998,,-1,-1,0,,,,,,,
184,MONDO_0005148,direct_only,ENSG00000123612,ACVR1C,activin A receptor type 1C,0.5038250538967461,,0.8192401319408738,,,,0.19027649440375963,-0.5690016547159404,,0,0,,0,0,0,,-0.4157412905486202,0.6450299999999999,-0.1734275,0.5,1,0,,,,,,,
