sample_index,gene_symbol,label,split_origin,protein_embedding_l2_norm,protein_embedding_mean,protein_embedding_std,hand_genomic_l2_norm,hand_genomic_mean,hand_genomic_std,dnabert2_genomic_l2_norm,dnabert2_genomic_mean,dnabert2_genomic_std,protein_zero_fraction,hand_genomic_zero_fraction,dnabert2_genomic_zero_fraction,protein_sequence_length,has_sequence,gene_symbol_length
144,WSCD2,1,train,4.1324525,0.0012149335,0.12913342,3334.573321774361,21.646704497606848,175.401344145085,2.514842,0.002778935,0.09070399,0.0,0.011235955056179775,0.0,,,5
145,ATP8B4,0,train,3.2304149,0.0014217738,0.10094044,3309.746662790129,21.61865359871969,174.07896156946177,2.4998722,0.002558789,0.09017007,0.0,0.0056179775280898875,0.0,,,6
146,ACOT6,0,train,3.4117486,0.0014869946,0.106606774,3350.471196562871,21.18561432192002,176.3063095841055,2.5224109,0.002217699,0.09099264,0.0,0.05337078651685393,0.0,,,5
147,UHRF1,1,train,4.2110305,0.00177282,0.13158275,3346.726661639991,21.196701583964682,176.10508618587164,2.7605329,0.0018283287,0.09959536,0.0,0.05337078651685393,0.0,,,5
148,MRAP,0,train,3.4434862,0.0019358048,0.10759153,3321.1162182169855,21.916315258436352,174.6490644955061,2.3611667,0.0029318966,0.0851508,0.0,0.0028089887640449437,0.0,,,4
149,HSF2,0,train,3.4815085,0.0021750797,0.10877539,3310.714002866013,21.725901349464568,174.11727566394748,2.7051048,0.0023590715,0.09758355,0.0,0.0,0.0,,,4
150,OR4D2,0,train,3.6829255,0.0020836187,0.11507256,3368.14374087182,22.171475652391177,177.12903787446507,2.450452,0.0034145834,0.08835712,0.0,0.014044943820224719,0.0,,,5
151,PPM1F,0,train,3.3324292,0.0017314989,0.10412401,3323.855618712758,21.935293203643376,174.79300961411153,2.3847706,0.0030419535,0.08599922,0.0,0.0,0.0,,,5
152,AMY2A,1,train,4.331256,0.0017652637,0.13534023,3330.7301362510607,21.911561367281283,175.16318041207833,2.3523962,0.0032605815,0.08482215,0.0,0.008426966292134831,0.0,,,5
153,LAMA1,1,train,3.4392107,0.0013229884,0.1074672,3362.552755469758,21.915436981744822,176.8623145902726,2.614394,0.0029310237,0.094293274,0.0,0.025280898876404494,0.0,,,5
154,CDC42BPB,0,train,5.2171607,0.001891442,0.16302527,3321.5687413903756,21.264521774420977,174.75378236298766,2.8684175,0.0016784811,0.1034915,0.0,0.025280898876404494,0.0,,,8
155,TMEM121,0,train,3.4281073,0.00172104,0.10711452,3311.856434084345,21.897896784750237,174.1567538895736,2.348847,0.0033318233,0.084691204,0.0,0.0028089887640449437,0.0,,,7
156,FAM185A,1,train,3.1367543,0.0012368087,0.09801577,3348.195466056354,21.903593362124653,176.09700853512135,2.5425026,0.0029683486,0.09169663,0.0,0.016853932584269662,0.0,,,7
157,CABIN1,0,train,3.5645165,0.0020413685,0.111372426,3318.9849865058154,22.062559363608276,174.5167969243654,2.554663,0.0025804448,0.09214733,0.0,0.0,0.0,,,6
158,STPG2,0,train,3.370768,0.0010955492,0.1053308,3330.2843377106337,21.260303078618335,175.21961818608403,2.6634045,0.0018868617,0.096088804,0.0,0.028089887640449437,0.0,,,5
159,ATXN7L3,0,train,3.968379,0.0009902283,0.12400791,3390.941737611766,21.153318763629432,178.470318853533,2.4377987,0.00240104,0.087933704,0.0,0.09269662921348315,0.0,,,7
160,WDR44,0,train,2.9898045,0.0006957771,0.09342881,3322.533349203582,21.817951662804532,174.73707104697766,2.276053,0.0031789069,0.08206844,0.0,0.0028089887640449437,0.0,,,5
161,KRT36,0,train,3.0847383,0.0012386851,0.09639011,3425.0135422049716,22.77560807833837,180.09088280845256,2.6580355,0.0033774043,0.09585411,0.0,0.016853932584269662,0.0,,,5
162,NUDT15,0,train,4.3454013,0.0015767162,0.13578464,3359.7200914792797,21.988178452485194,176.70199804338878,2.646994,0.0026204635,0.09547922,0.0,0.019662921348314606,0.0,,,6
163,ZNF136,0,train,3.417221,0.0014293699,0.1067786,3317.3842946412424,21.49295068285313,174.50238602718719,2.7200794,0.0022637697,0.0981263,0.0,0.0056179775280898875,0.0,,,6
164,SERINC2,0,train,2.728313,0.0010690358,0.08525308,3316.9272489668256,22.013703772247727,174.41304175829623,2.5400608,0.0028186757,0.0916132,0.0,0.0028089887640449437,0.0,,,7
165,DCLK2,1,train,4.722859,0.0014701536,0.14758202,3310.979445015461,21.65156125105318,174.1407122505543,3.382488,0.0011773743,0.12204935,0.0,0.0028089887640449437,0.0,,,5
166,IZUMO1R,0,train,4.361433,0.0019297973,0.13628112,3318.140888083486,21.96038693310231,174.48459329316017,2.627964,0.0026077859,0.09479262,0.0,0.0,0.0,,,7
167,MFSD6L,0,train,4.1579723,0.001240622,0.12993072,3328.0283441226834,22.189133914267945,174.98389437082355,2.4470484,0.0029526383,0.088250875,0.0,0.011235955056179775,0.0,,,6
168,ZFHX3,1,train,2.7294166,0.00054922386,0.085292496,3361.871830287547,22.031388321895523,176.8115401969417,2.646136,0.0027248983,0.09544532,0.0,0.008426966292134831,0.0,,,5
169,CCDC197,0,train,3.6408246,0.0017553756,0.11376222,3391.4177827218687,22.4861835893949,178.33271870725954,2.646961,0.0031763546,0.095461145,0.0,0.011235955056179775,0.0,,,7
170,TTI1,0,train,2.6944134,0.0011458626,0.08419262,3311.9309995526946,21.953901381140945,174.1536861481068,2.565517,0.002434903,0.09254309,0.0,0.008426966292134831,0.0,,,4
171,XPC,0,train,3.331125,0.001766939,0.10408266,3325.7804202763778,22.068743051685075,174.8790346806369,2.4562387,0.0030113321,0.08858071,0.0,0.0,0.0,,,3
172,IRX6,1,train,3.8337855,0.0016795251,0.119794026,3312.0209912114356,21.80407817051974,174.1773142500535,2.5881763,0.0023606298,0.09336293,0.0,0.0028089887640449437,0.0,,,4
173,ITPKC,0,train,3.872981,0.00084587093,0.1210277,3336.500043948338,21.200881072503023,175.55864767798477,2.717599,0.0019014581,0.09804447,0.0,0.042134831460674156,0.0,,,5
174,OR2L5,0,train,2.8186982,0.0014448822,0.08807248,3313.7975155891613,21.632014311292455,174.29364585617733,2.6358175,0.002297487,0.09508412,0.0,0.0056179775280898875,0.0,,,5
175,CDCA5,0,train,5.332526,0.0016372623,0.16663338,3309.1392487067883,21.387275749294442,174.07510508233898,2.1867456,0.0029497363,0.078852236,0.0,0.016853932584269662,0.0,,,5
176,ARPC5L,0,train,2.656104,0.0007720387,0.08299967,3329.3363005915876,22.378319197839563,175.02968655003474,2.5136704,0.0030545022,0.09065283,0.0,0.0028089887640449437,0.0,,,6
177,TNFRSF6B,1,train,3.3400576,0.001440249,0.10436686,3311.7716672736824,21.92835633080474,174.1483931938242,2.5959485,0.0023475604,0.09364381,0.0,0.0028089887640449437,0.0,,,8
178,U2AF1L4,0,train,4.0355496,0.0023032348,0.1260899,3311.5765113538764,21.730765842593474,174.162736028153,2.6099586,0.0024358504,0.094147265,0.0,0.0028089887640449437,0.0,,,7
179,ZNF324B,0,train,2.7618415,0.001058289,0.08630106,3326.4609983970295,21.393151003302158,174.99930460495813,2.616903,0.002615215,0.09439313,0.0,0.019662921348314606,0.0,,,7
180,KIF3C,1,train,5.1475906,0.0025053432,0.16084269,3310.6930658960805,21.903308712456532,174.0939290303784,2.446979,0.002570329,0.08826033,0.0,0.0,0.0,,,5
181,SRP68,0,train,3.7974675,0.0017807237,0.1186575,3327.4554387655835,21.238304821756724,175.071256330236,2.8428853,0.0017008632,0.102569684,0.0,0.0449438202247191,0.0,,,5
182,NRF1,1,train,3.2676904,0.0017844862,0.102099724,3313.313550104636,21.8255563557136,174.24366521832513,2.4230201,0.0027393072,0.08739028,0.0,0.011235955056179775,0.0,,,4
183,ZNF326,0,train,3.1183512,0.0011556199,0.09744163,3343.273173672373,21.282340206917567,175.91038947134774,2.9092143,0.0016796541,0.10496379,0.0,0.02247191011235955,0.0,,,6
184,IGSF21,1,train,3.2073674,0.0012461159,0.10022248,3310.8562512000467,21.7587574667911,174.12077060106995,2.4547071,0.002748957,0.088533945,0.0,0.0,0.0,,,6
185,ASAH1,1,train,5.49096,0.0016703476,0.17158438,3313.682410843395,21.32619057975186,174.32518399514998,2.4939754,0.0026633355,0.08995417,0.0,0.014044943820224719,0.0,,,5
186,NPC1,1,train,4.656951,0.0017816261,0.14551881,3446.316604523865,22.69226966278625,181.2393338058419,2.6949332,0.0035335477,0.09718081,0.0,0.03651685393258427,0.0,,,4
187,ZFAND3,1,train,4.1246753,0.0014549771,0.1288879,3312.7800450763357,21.833677050154744,174.21415096871536,2.5729682,0.0025957285,0.0928077,0.0,0.0,0.0,,,6
188,ADRA1D,1,train,3.1601496,0.00091016653,0.09875049,3312.2186637872223,21.774011511551375,174.19163361805712,2.533194,0.0027236484,0.09136818,0.0,0.0028089887640449437,0.0,,,6
189,BACE2,1,train,4.5687776,0.0014818585,0.1427666,3311.685403945642,21.45868520921779,174.2022834079958,2.210683,0.0030348347,0.079713404,0.0,0.019662921348314606,0.0,,,5
190,OR6M1,0,train,4.811515,0.0015894392,0.15035143,3317.8729271614893,21.657089565612317,174.5081873152704,2.4086852,0.002653192,0.08687544,0.0,0.0056179775280898875,0.0,,,5
191,LRRK1,1,train,4.618615,0.001355406,0.14432536,3348.3055912253817,21.239936961723956,176.18416612487638,2.4046926,0.0024000788,0.08673868,0.0,0.025280898876404494,0.0,,,5
192,TEX101,0,train,2.2959855,-0.00046568364,0.07174803,3325.1474761815025,21.164533987887967,174.95697696460405,2.8044481,0.001937827,0.10117825,0.0,0.07584269662921349,0.0,,,6
193,ZNRF3,1,train,2.8011785,0.0006345005,0.087534525,3313.584237945067,21.622830107187752,174.28339513321765,2.598776,0.0024356728,0.09374362,0.0,0.0028089887640449437,0.0,,,5
194,RASSF1,0,train,3.9090304,0.0010968343,0.122152284,3381.215439498816,22.073747376942507,177.83937909318013,2.560407,0.003237781,0.09233397,0.0,0.011235955056179775,0.0,,,6
195,TRIOBP,0,train,5.3076005,0.0020322297,0.16585007,3358.6248111662057,21.48736344896343,176.70512005625153,2.68238,0.0027364485,0.09675336,0.0,0.05898876404494382,0.0,,,6
196,EYA1,1,train,4.782071,0.0016465972,0.14943066,3317.688214872127,21.966617967743,174.4596279119807,2.573548,0.0027472798,0.09282427,0.0,0.0056179775280898875,0.0,,,4
197,KRT9,0,train,3.0050128,0.0016153853,0.093892746,3335.627313958164,21.96284971400344,175.41833632818228,2.4289923,0.0028605598,0.08760202,0.0,0.014044943820224719,0.0,,,4
198,UBE2E2,1,train,2.6735735,0.0006217797,0.083546855,3413.8694226073503,22.429549899886595,179.53909685255084,2.588056,0.0034849104,0.09332339,0.0,0.028089887640449437,0.0,,,6
199,ID4,1,train,2.659473,0.00069462694,0.08310562,3383.414240473096,21.153004905302563,178.06860074324277,2.809887,0.0016662184,0.101379365,0.0,0.0702247191011236,0.0,,,3
200,COQ6,0,train,5.606596,0.0015429873,0.17519931,3350.628022513833,22.149079511980357,176.19624091905314,2.4955108,0.0029663101,0.09000012,0.0,0.0028089887640449437,0.0,,,4
201,XXYLT1,0,train,3.3223968,0.0024054684,0.103797026,3394.6951064091954,22.436892501479985,178.51399269908035,2.6336358,0.0031402719,0.094981246,0.0,0.025280898876404494,0.0,,,6
202,SCAF4,0,train,6.299854,0.0019290235,0.196861,3316.089900041023,22.025713126748364,174.36679358774998,2.4678874,0.0027302343,0.08901035,0.0,0.0056179775280898875,0.0,,,5
203,ARMC8,0,train,4.6110053,0.0010802362,0.14408988,3366.3711509144296,22.40285111201299,177.00522663361502,2.6465664,0.0028925184,0.09545592,0.0,0.011235955056179775,0.0,,,5
204,C20ORF96,0,train,2.5914254,0.0006067583,0.08097977,3324.288302414833,21.347597520914462,174.8888605841183,2.7010763,0.0024163977,0.09743674,0.0,0.03651685393258427,0.0,,,8
205,BFSP2,0,train,3.2694798,0.001084977,0.10216548,3318.5036994049688,21.780361706809455,174.52653482455227,2.4535253,0.0029134064,0.088486016,0.0,0.0028089887640449437,0.0,,,5
206,PCDHGB5,0,train,3.4836836,0.0012571726,0.10885784,3336.8567494791782,22.190427268424646,175.45537225362497,2.65439,0.002807876,0.09574088,0.0,0.008426966292134831,0.0,,,7
207,CUL7,0,train,3.4229536,0.0020799958,0.106947064,3310.5849242970066,21.49930735174667,174.13850666999647,2.417739,0.0025917685,0.087204136,0.0,0.011235955056179775,0.0,,,4
208,ZNF704,0,train,3.7530506,0.0016032835,0.11727187,3375.3576767811473,22.191705124159594,177.5118250044042,2.648322,0.0031375743,0.09551158,0.0,0.025280898876404494,0.0,,,6
209,ZNF711,0,train,3.1217468,0.00074697845,0.097551726,3336.127627722331,21.838225496293948,175.46061585846573,2.6208906,0.00266691,0.094535634,0.0,0.019662921348314606,0.0,,,6
210,COL23A1,0,train,3.3159168,0.0009889933,0.1036177,3310.420765674057,21.80489002970423,174.09173850678556,2.6215854,0.0024877058,0.09456559,0.0,0.008426966292134831,0.0,,,7
211,FABP9,0,train,3.4241388,0.0013789223,0.106995456,3345.4412107652224,22.162346640778246,175.91750264256922,2.619385,0.003113526,0.094467625,0.0,0.0056179775280898875,0.0,,,5
212,SBF1,0,train,3.9430099,0.0020244638,0.12320243,3326.7066959680046,21.613595109837444,174.98533592884652,2.7877686,0.0020570734,0.1005739,0.0,0.0,0.0,,,4
213,MEIS1,1,train,3.4544303,0.001596718,0.10793914,3322.1650318977104,21.96422449899514,174.69907056289549,2.485214,0.002928256,0.08962962,0.0,0.014044943820224719,0.0,,,5
214,MYO5C,1,train,3.0876176,0.0010996518,0.09648178,3323.754387041281,21.967300490931148,174.78358247206975,2.6367962,0.0026411426,0.095110536,0.0,0.0056179775280898875,0.0,,,5
215,JARID2,1,train,3.1773202,0.0014137945,0.099281184,3364.867028156133,21.20481390667899,177.07245395353772,2.802013,0.0018299968,0.10109237,0.0,0.05056179775280899,0.0,,,6
216,CCDC57,0,train,3.4367905,0.002121585,0.107378736,3313.849174383778,21.66105626998089,174.29279790421663,2.61656,0.0026836593,0.09437883,0.0,0.0028089887640449437,0.0,,,6
217,TSHZ2,1,train,3.431669,0.0018423514,0.10722384,3322.4199632442405,21.56042147539717,174.76297897944272,2.5751698,0.002325108,0.09289434,0.0,0.0,0.0,,,5
218,RMC1,1,train,3.1693146,0.0013902585,0.09903133,3319.2340254308806,21.907626495193096,174.54961640048143,2.4394581,0.0027372984,0.0879838,0.0,0.0,0.0,,,4
219,SMIM41,0,train,3.5300894,0.0015955246,0.110303745,3316.129431790145,21.739732541930607,174.40479134349908,2.2222939,0.0033982254,0.08011808,0.0,0.008426966292134831,0.0,,,6
220,RAMP3,1,train,3.6912837,0.0017882984,0.11533876,3314.5254132472796,21.960032388010738,174.29150481030373,2.5595064,0.0027530447,0.09231719,0.0,0.0,0.0,,,5
221,XRN2,0,train,3.704511,0.0015857343,0.1157551,3313.617403236657,21.542720497985233,174.29508653668054,2.545381,0.002517785,0.09181401,0.0,0.014044943820224719,0.0,,,4
222,CEP350,0,train,3.2838264,0.001164866,0.10261296,3323.4322545320724,22.209379758210083,174.73577660632827,2.4443944,0.0030282605,0.08815249,0.0,0.0028089887640449437,0.0,,,6
223,ZCCHC8,0,train,3.0196512,0.0012406431,0.09435594,3324.5686341761534,22.133478600311136,174.80611612748956,2.5425615,0.0027863763,0.091704465,0.0,0.0,0.0,,,6
224,FAM149B1,0,train,3.4959266,0.0016096954,0.10923584,3312.689101566666,21.926610829015498,174.1976206816396,2.6143773,0.0023895076,0.094307944,0.0,0.0056179775280898875,0.0,,,8
225,MS4A14,0,train,4.7706723,0.0017685816,0.149073,3337.846349682142,22.199453109424436,175.5070972215756,2.6177423,0.0035089056,0.09439445,0.0,0.011235955056179775,0.0,,,6
226,GLRA1,1,train,2.706636,0.00092206174,0.08457735,3310.4297810707103,21.793495253837303,174.0936468615152,2.5231261,0.0025528653,0.09100968,0.0,0.0028089887640449437,0.0,,,5
227,CDC42BPA,1,train,3.4019296,0.0007639606,0.10630755,3309.168486150849,21.469580127705136,174.0665345453206,2.6543891,0.0024918923,0.095749594,0.0,0.0056179775280898875,0.0,,,8
228,ONECUT1,1,train,2.9184687,0.0012519842,0.09119355,3309.245381697345,21.629407777151865,174.05085351026372,2.2414327,0.0030680036,0.08082252,0.0,0.0,0.0013020833333333333,,,7
229,FEM1C,0,train,2.8185887,0.0011545547,0.08807333,3364.5821937791516,22.129883128913786,176.94400850393728,2.5714397,0.0029935653,0.09274053,0.0,0.0028089887640449437,0.0,,,5
230,HMGA1,1,train,3.199983,0.0010519925,0.09999394,3317.690367954087,22.045652246364163,174.4497733555908,2.5260155,0.002719498,0.09110916,0.0,0.0028089887640449437,0.0,,,5
231,CTTNBP2,1,train,3.6501462,0.0011050198,0.11406172,3343.3496312031725,21.931850533973,175.83467557826225,2.5132313,0.0028648067,0.09064316,0.0,0.016853932584269662,0.0,,,7
232,RBM23,0,train,4.000337,0.0016466074,0.124999695,3309.6818863125404,21.63279364000688,174.07374539682513,2.7130666,0.0024402437,0.097868934,0.0,0.0028089887640449437,0.0,,,5
233,GDF7,1,train,2.0702467,0.0005047419,0.064693235,3327.4621551943005,21.958648062698373,174.98272404487219,2.367492,0.0030912792,0.085373566,0.0,0.008426966292134831,0.0,,,4
234,PDE8B,1,train,4.105347,0.0010911094,0.12828746,3378.9604541153844,22.32692159628773,177.68731848958996,2.528605,0.0031629975,0.091188334,0.0,0.02247191011235955,0.0,,,5
235,OCIAD2,1,train,4.501473,0.0017488836,0.14066017,3352.1415481507725,22.185182018255578,176.27254863823762,2.6096928,0.0032553368,0.09411289,0.0,0.011235955056179775,0.0,,,6
236,ZCCHC9,0,train,3.4930933,0.0016575177,0.10914658,3319.688629580964,22.116234471389127,174.54759412508295,2.5147161,0.0027808368,0.090699375,0.0,0.0,0.0,,,6
237,CST8,0,train,3.289163,0.0008788649,0.1027826,3346.2608923428934,22.0306129447547,175.97783077331465,2.4368758,0.0031972404,0.08787504,0.0,0.0,0.0,,,4
238,NFATC2,1,train,3.1222045,0.001313338,0.09756004,3315.525955846706,21.341188013687372,174.4217853673056,2.5202663,0.0022482963,0.09091448,0.0,0.025280898876404494,0.0,,,6
239,SLCO6A1,1,train,2.8891819,0.0012009792,0.090278946,3314.0228483359037,21.383416765245908,174.3363520404152,2.4728484,0.0026830316,0.089190885,0.0,0.011235955056179775,0.0,,,7
240,DGLUCY,0,train,2.988059,0.00027208694,0.09337645,3345.759879047286,22.14611080965103,175.93656997080612,2.450522,0.0031418903,0.08836976,0.0,0.011235955056179775,0.0,,,6
241,USP27X,0,train,3.1416514,0.0012264334,0.09816895,3316.2952216384774,21.732424299544842,174.4145569637709,2.6691737,0.0026054897,0.09628026,0.0,0.0028089887640449437,0.0,,,6
242,QSER1,1,train,4.491607,0.0014640513,0.14035508,3333.4515404752706,21.815794464848576,175.3204809346972,2.6324048,0.002894752,0.09494461,0.0,0.0056179775280898875,0.0,,,5
243,PLCL2,1,train,3.6131904,0.0011947257,0.112905875,3341.3944798172292,22.303496418705997,175.68346720147198,2.5605319,0.0029838597,0.09234704,0.0,0.008426966292134831,0.0,,,5
244,CEP295,0,train,3.4946592,0.0015803396,0.10919667,3308.939547648799,21.573618224982624,174.04144421848287,2.4449773,0.0026511846,0.088185675,0.0,0.011235955056179775,0.0,,,6
245,ST6GAL1,1,train,3.619923,0.0009518592,0.1131186,3316.3522932728374,21.555529693509648,174.43955511839025,2.756254,0.0020927156,0.099435724,0.0,0.008426966292134831,0.0,,,7
246,RIN1,0,train,3.6362264,0.0013704286,0.11362381,3313.155352301984,21.464783074281527,174.28002818388075,2.5774639,0.0025203659,0.092972055,0.0,0.0056179775280898875,0.0,,,4
247,SCART1,0,train,3.4300296,0.0014864441,0.107178114,3318.491694197062,21.989459989602377,174.49967148184734,2.5566254,0.0027388327,0.092213616,0.0,0.0028089887640449437,0.0,,,6
248,EVI2A,1,train,3.0659215,0.0015792076,0.09579704,3401.408263740927,22.383842151059564,178.87922940769852,2.6329596,0.0030047602,0.094961226,0.0,0.019662921348314606,0.0,,,5
249,ROPN1,0,train,4.1910925,0.0017480527,0.13095997,3373.435273914597,22.208773875352872,177.40700837168058,2.6113718,0.0031043028,0.09417862,0.0,0.011235955056179775,0.0,,,5
250,CASS4,0,train,3.3072982,0.00070768094,0.10335064,3324.334256989438,22.026088999797363,174.80715981623212,2.511684,0.0029022282,0.09058611,0.0,0.0,0.0,,,5
251,SEPHS1,0,train,3.4598777,0.0012712141,0.108113706,3311.4030593071425,21.76762647469962,174.14886839237664,2.4605622,0.0025708948,0.08875066,0.0,0.0,0.0,,,6
252,HTT,1,train,3.4903266,0.0010586348,0.10906756,3321.200456453478,21.42525219619875,174.71448395956895,2.6709263,0.0022413228,0.0963527,0.0,0.008426966292134831,0.0,,,3
253,JADE2,1,train,3.596765,0.001434829,0.11238976,3321.6387590305767,21.9473492703454,174.67307970696282,2.2642407,0.0032105788,0.081640646,0.0,0.008426966292134831,0.0,,,5
254,ZNF816,0,train,2.2298732,0.0007331313,0.06967968,3317.0885483477837,21.274162123898147,174.513403809037,2.495009,0.002608641,0.08999308,0.0,0.03932584269662921,0.0,,,6
255,INSR,1,train,3.9343336,0.0013557922,0.122940436,3355.3923350136606,22.512316998696345,176.4047579355683,2.581101,0.0034306897,0.093074255,0.0,0.0,0.0,,,4
256,SCGN,1,train,2.2377307,-6.599026e-05,0.06992905,3366.8572895753055,21.170375686923993,177.18280898847158,2.7438874,0.0018297862,0.098994605,0.0,0.07303370786516854,0.0,,,4
257,L3MBTL3,1,train,4.4839616,0.0011357575,0.14011918,3308.240573087543,21.30524975021582,174.03717819264008,2.5969946,0.0025258032,0.093676925,0.0,0.02247191011235955,0.0,,,7
258,ABTB3,0,train,3.3004913,0.0024286408,0.10311177,3307.9384451022897,21.263510477829666,174.02615091547673,2.5591538,0.0023229967,0.09231628,0.0,0.05056179775280899,0.0,,,5
259,MTNAP1,0,train,3.0609314,0.0014698287,0.09564282,3362.079453301755,22.070598152576967,176.81773948284095,2.5868375,0.0029127381,0.093299,0.0,0.02247191011235955,0.0,,,6
