rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean,label,label_name,label_source,label_rule,label_version,disease_name,positive_tier,has_ot_gwas_credible_sets,has_ot_clinical_precedence,has_ot_europepmc,has_ot_gene_burden,has_ot_eva,n_ot_evidence_datasources_present,gwas_n_association_mentions,gwas_n_unique_snps,gwas_n_unique_studies,gwas_n_unique_pubmed_ids,gwas_n_unique_regions,gwas_max_pvalue_mlog,gwas_reported_gene_mentions,gwas_has_reported_gene_support,has_gwas_catalog_strict_t2d_mapping
46,MONDO_0005148,direct_only,ENSG00000023228,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,0.6089325406506516,0.9986081372456912,,,,,0.0607930797611621,-0.2271373414230557,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.6618650751880195,0.7042650000000001,0.0,-1.0,0.5,0.0,,,,,,,,46,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
47,MONDO_0005148,direct_only,ENSG00000198840,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,0.6088671499598877,0.9986081372456912,,,,,0.0586418253413844,,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,0.5,,,,,,,,,47,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
48,MONDO_0005148,direct_only,ENSG00000184752,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,0.6082857759049534,0.9986081372456912,,,,,0.0395155018447553,0.3729729729729729,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.4482750000000003,,-1.0,0.5,0.0,,,,,,,,48,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
49,MONDO_0005148,direct_only,ENSG00000099795,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,0.6082806428514161,0.9986081372456912,,,,,0.0393466321787521,0.976061776061776,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.1240900000000003,,-1.0,-1.0,0.0,,,,,,,,49,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
50,MONDO_0005148,direct_only,ENSG00000167792,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,0.6082806428514161,0.9986081372456912,,,,,0.0393466321787521,0.2111417539988969,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.6285074818796199,0.7952599999999996,,-1.0,-1.0,0.0,,,,,,,,50,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
51,MONDO_0005148,direct_only,ENSG00000189043,COXFA4,cytochrome c oxidase associated subunit FA4,0.6081933809412823,0.9986081372456912,,,,,0.0364758478566972,0.7876447876447876,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.4444450000000003,-0.1049375000000001,-1.0,0.5,,,,,,,,,51,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
52,MONDO_0005148,direct_only,ENSG00000110717,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,0.6081471834594466,0.9986081372456912,,,,,0.0349560208626682,-0.3258687258687258,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.7183575696040686,0.5,,-1.0,-1.0,0.0,,,,,,,,52,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
53,MONDO_0005148,direct_only,ENSG00000174886,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,0.6080085910139399,0.9986081372456912,,,,,0.030396539880581,0.8261445118587976,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0220234253186279,0.0,,-1.0,-1.0,0.0,,,,,,,,53,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
54,MONDO_0005148,direct_only,ENSG00000184983,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,0.6080085910139399,0.9986081372456912,,,,,0.030396539880581,0.6993932708218422,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.7276503966677363,0.375,,-1.0,-1.0,0.0,,,,,,,,54,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
55,MONDO_0005148,direct_only,ENSG00000137806,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,0.6080085910139399,0.9986081372456912,,,,,0.030396539880581,-0.2209597352454495,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,-1.0,-1.0,,,,,,,,55,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
56,MONDO_0005148,direct_only,ENSG00000140990,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,0.6080085910139399,0.9986081372456912,,,,,0.030396539880581,0.7256480970766686,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0406999999999996,,-1.0,0.75,-1.0,,,,,,,,56,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
57,MONDO_0005148,direct_only,ENSG00000065518,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,0.6080085910139399,0.9986081372456912,,,,,0.030396539880581,0.2880308880308879,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,0.5,0.0,,,,,,,,57,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
58,MONDO_0005148,direct_only,ENSG00000168653,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,0.6080085910139399,0.9986081372456912,,,,,0.030396539880581,0.2191947049089906,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,-1.0,-1.0,-1.0,,,,,,,,58,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
59,MONDO_0005148,direct_only,ENSG00000164182,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,0.6079161960502687,0.9986081372456912,,,,,0.0273568858925229,0.2420297848869277,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0236699999999999,,-1.0,-1.0,0.0,,,,,,,,59,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
60,MONDO_0005148,direct_only,ENSG00000158864,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,0.6076390111592552,0.9986081372456912,,,,,0.0182379239283486,-0.4487589630446773,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,-0.6344264618669704,0.6112299999999997,,-1.0,0.5,0.0,,,,,,,,60,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
61,MONDO_0005148,direct_only,ENSG00000119013,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,0.607546616195584,0.9986081372456912,,,,,0.0151982699402905,0.6542746828461115,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0220234253186279,0.0,,-1.0,0.5,-1.0,,,,,,,,61,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
62,MONDO_0005148,direct_only,ENSG00000119421,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,0.6074542212319128,0.9986081372456912,,,,,0.0121586159522324,0.2445670159955875,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.6891059635184138,0.3313949999999998,,-1.0,0.5,0.0,,,,,,,,62,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
63,MONDO_0005148,direct_only,ENSG00000136521,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,0.6074542212319128,0.9986081372456912,,,,,0.0121586159522324,0.7247655819084391,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.7970037908026695,0.0,,-1.0,0.5,0.0,,,,,,,,63,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
64,MONDO_0005148,direct_only,ENSG00000147684,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,0.6074542212319128,0.9986081372456912,,,,,0.0121586159522324,0.3357970215113073,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.551243653830459,0.2737450000000002,,-1.0,0.5,-1.0,,,,,,,,64,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
65,MONDO_0005148,direct_only,ENSG00000115286,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,0.6074542212319128,0.9986081372456912,,,,,0.0121586159522324,-0.4025372311086597,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.6301919666369088,0.3192500000000002,,-1.0,0.5,0.0,,,,,,,,65,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
66,MONDO_0005148,direct_only,ENSG00000185633,COXFA4L2,cytochrome c oxidase hypoxia associated subunit FA4L2,0.6070846413772282,0.9986081372456912,,,,,,0.8619966905681191,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.7126449999999999,0.0,0.0,0.5,,,,,,,,,66,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
67,MONDO_0005148,direct_only,ENSG00000170906,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,0.6070846413772282,0.9986081372456912,,,,,,0.6597904026475454,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0476199999999998,,-1.0,0.5,0.0,,,,,,,,67,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
68,MONDO_0005148,direct_only,ENSG00000267855,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,0.6070846413772282,0.9986081372456912,,,,,,0.9178157749586322,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.4025292816482848,0.5575200000000002,,-1.0,0.5,0.0,,,,,,,,68,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
69,MONDO_0005148,direct_only,ENSG00000139180,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,0.6070846413772282,0.9986081372456912,,,,,,-0.3141753998896855,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.7183575696040686,0.0,,-1.0,-1.0,0.0,,,,,,,,69,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
70,MONDO_0005148,direct_only,ENSG00000123545,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,0.6070846413772282,0.9986081372456912,,,,,,-0.0114726971869828,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,-1.0,0.0,,,,,,,,70,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
71,MONDO_0005148,direct_only,ENSG00000183648,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,0.6070846413772282,0.9986081372456912,,,,,,0.7461665747380033,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,-1.0,-1.0,,,,,,,,71,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
72,MONDO_0005148,direct_only,ENSG00000147123,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,0.6070846413772282,0.9986081372456912,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,0.5,0.0,,,,,,,,72,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
73,MONDO_0005148,direct_only,ENSG00000109390,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,0.6070846413772282,0.9986081372456912,,,,,,0.7186982901268615,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,-1.0,0.75,0.0,,,,,,,,73,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
74,MONDO_0005148,direct_only,ENSG00000145494,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,0.6070846413772282,0.9986081372456912,,,,,,0.7108659680088252,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.9267852223592232,0.0,,-1.0,0.5,0.0,,,,,,,,74,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
75,MONDO_0005148,direct_only,ENSG00000178127,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,0.6070846413772282,0.9986081372456912,,,,,,-0.5637065637065637,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.4025292816482848,0.598395,,-1.0,-1.0,0.0,,,,,,,,75,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
76,MONDO_0005148,direct_only,ENSG00000160194,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,0.6070846413772282,0.9986081372456912,,,,,,0.6549365692222835,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0537322466794323,0.0,,-1.0,0.5,0.0,,,,,,,,76,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,0,0,0,1,0,0,0,0,0,,0,0,0
77,MONDO_0005148,direct_only,ENSG00000257335,MGAM,maltase-glucoamylase,0.6047196470893594,0.98809329074216,,,,,0.1324922096267748,-0.2349696635410921,,1.0,1.0,,1.0,1.0,0.0,1.0,-0.1250770947412433,0.0,0.0,0.5,0.5,0.0,,,,,,,,77,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
78,MONDO_0005148,direct_only,ENSG00000243480,AMY2A,amylase alpha 2A,0.5997984923419163,0.984352241712298,,,,,0.0454146726040244,-0.2086045228902371,,1.0,0.0,,1.0,0.0,1.0,1.0,,,-0.970645,0.5,1.0,0.0,,,,,,,,78,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
79,MONDO_0005148,direct_only,ENSG00000130203,APOE,apolipoprotein E,0.5924952601512928,,0.9266069010481762,,,,0.9600562379564116,0.531053502482074,,0.0,0.0,255.0,0.0,0.0,1.0,,-0.9832055691366652,0.0,0.0,-1.0,0.5,0.0,,,,,,,,79,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,9,1,9,6,1,41.15490195998574,5,1,1
80,MONDO_0005148,direct_only,ENSG00000171298,GAA,alpha glucosidase,0.5818377173123381,0.9475084144123708,,,,,0.1914089964766094,0.0689464975179261,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.9386901336257888,0.0178550000000001,0.0,-1.0,-1.0,0.0,,,,,,,,80,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
81,MONDO_0005148,direct_only,ENSG00000145730,PAM,peptidylglycine alpha-amidating monooxygenase,0.5754371880839976,,0.8513848512853143,,,,0.1034753742573101,-0.1829012686155543,,1.0,0.0,,1.0,0.0,1.0,,-0.7963313921595191,0.0493299999999997,,-1.0,0.5,0.0,0.4129673908175742,0.338780532299232,,,,,,81,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,1,0,4,20,7,16,10,1,44.52287874528034,8,1,1
82,MONDO_0005148,direct_only,ENSG00000182247,UBE2E2,ubiquitin conjugating enzyme E2 E2,0.5712073518044537,,0.9296467340205766,,,,0.1989197230356089,-0.6986210700496415,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.975125,-0.6890550000000001,-1.0,-1.0,0.0,,,,,,,,82,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,38,16,25,18,1,81.15490195998575,12,1,1
83,MONDO_0005148,direct_only,ENSG00000134640,MTNR1B,melatonin receptor 1B,0.571199212002098,,0.888618482319798,,,,0.8627490921833364,0.9451737451737452,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.170737797500802,0.0,0.0,,,0.0,0.3520527248968897,,,,,,,83,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,3,30,7,25,19,1,131.39794000867204,14,1,1
84,MONDO_0005148,direct_only,ENSG00000090402,SI,sucrase-isomaltase,0.5693987967650281,0.9292983962955084,,,,,0.14638776332375,0.0708218422504136,,1.0,1.0,,1.0,1.0,0.0,1.0,-0.612931392203036,0.0,0.0,0.5,1.0,0.0,,,,,,,,84,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
85,MONDO_0005148,direct_only,ENSG00000257743,MGAM2,maltase-glucoamylase 2 (putative),0.5684447247380215,0.9292983962955084,,,,,0.1150002425481983,,,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.5,0.5,,,,,,,,,85,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
86,MONDO_0005148,direct_only,ENSG00000153814,JAZF1,JAZF zinc finger 1,0.5678865466186642,,0.904268080525323,,,,0.5972433455089672,-0.7539988968560397,,0.0,0.0,,0.0,0.0,0.0,,-0.374836910993182,0.9794249999999998,,-1.0,0.5,0.0,,,,,,,,86,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,38,13,29,23,1,131.0,15,1,1
87,MONDO_0005148,direct_only,ENSG00000175445,LPL,lipoprotein lipase,0.5655588402561879,,0.8951315209570052,,,,0.703396532549134,0.1929398786541643,,1.0,0.0,255.0,1.0,0.0,1.0,,-0.9101857952112236,0.6421050000000001,0.0,0.0,0.5,0.0,,,,,,,,87,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,12,7,12,7,1,18.154901959985743,6,1,1
88,MONDO_0005148,direct_only,ENSG00000171435,KSR2,kinase suppressor of ras 2,0.5652714223322836,,0.8780775448431376,0.1945378552357187,,,0.1402451222447972,-0.8732487589630447,,1.0,1.0,,1.0,0.0,0.0,,0.0,0.8263150000000004,0.0,0.5,0.5,0.0,,,,,,,,88,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,1,3,15,5,15,10,1,38.22184874961636,4,1,1
89,MONDO_0005148,direct_only,ENSG00000134443,GRP,gastrin releasing peptide,0.5648167305980163,,0.9095198789700852,,,,0.3912150915474525,0.8455598455598456,,0.0,0.0,,0.0,0.0,1.0,,-0.5786388891017213,0.0,0.0,0.0,0.5,0.0,,,,,,,,89,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,7,4,7,5,1,18.30102999566398,1,1,1
90,MONDO_0005148,direct_only,ENSG00000168925,CTRB1,chymotrypsinogen B1,0.5643570576136395,,0.9232537902262044,,,,0.1014143233269835,0.9332597904026476,,1.0,0.0,,1.0,0.0,1.0,,-0.0291810985485932,0.2585549999999997,-0.8954374999999999,0.0,1.0,0.0,,,,,,,,90,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,15,6,13,12,1,72.39794000867204,1,1,1
91,MONDO_0005148,direct_only,ENSG00000139515,PDX1,pancreatic and duodenal homeobox 1,0.5611638814943927,,0.1150085395112442,0.7440292838275211,,,0.6638857942654626,0.7634859349145064,,0.0,0.0,,0.0,0.0,0.0,,-0.8759758128526307,0.399295,0.0,0.5,0.75,0.0,0.6165305346352074,,,0.607930797611621,,,,91,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,1,5,0,0,0,0,0,,0,0,0
92,MONDO_0005148,direct_only,ENSG00000144891,AGTR1,angiotensin II receptor type 1,0.5594339548587529,0.9005183025020299,,,,,0.3941614737039504,0.2520683949255378,,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.9648072264487106,0.7214500000000001,0.0,0.0,0.5,0.0,,,,,,,,92,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
93,MONDO_0005148,direct_only,ENSG00000149948,HMGA2,high mobility group AT-hook 2,0.5589164032811953,,0.9127971605748504,,,,0.1315576513318307,0.7869829012686156,,0.0,0.0,,0.0,0.0,0.0,,-0.7207012587769651,0.7706400000000002,,0.5,0.5,0.0,,,,,,,,93,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,26,17,16,13,1,38.15490195998574,14,1,1
94,MONDO_0005148,direct_only,ENSG00000168928,CTRB2,chymotrypsinogen B2,0.5588798034942782,,0.9109444492391068,,,,0.1674078006398364,0.3437396580253722,,1.0,0.0,,1.0,0.0,1.0,,-0.0291810985485932,0.2585549999999997,-0.8954374999999999,0.0,1.0,0.0,,,,,,,,94,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,20,9,18,15,1,72.39794000867204,0,0,1
95,MONDO_0005148,direct_only,ENSG00000133116,KL,klotho,0.5587488336100863,,0.8747840762062838,,,,0.8863065510053727,-0.0893546607832321,,0.0,0.0,,0.0,1.0,1.0,,-0.9761000952536092,0.2934800000000003,0.0,0.0,0.75,0.0,,,,,,,,95,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,0,1,0,0,2,20,9,18,13,1,46.30102999566398,7,1,1
96,MONDO_0005148,direct_only,ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,0.5583151726855395,0.1215861595223242,0.8830769454182024,,,,0.2210660624748911,-0.1473800330943188,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.5074800000000004,-0.00561,0.0,0.5,0.0,,,,,255.0,,,96,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_A_high_confidence_ge_0.50,1,1,1,0,0,3,6,4,6,5,2,12.0,2,1,1
